Team A,Team B,Score A,Score B,Date,Competition,Event,Venue
PSG 15B Blue,Select 14/15B Red,0.0,4.0,2025-02-23,AZFC Select Invitational ,AZFC Select Invitational 2025,West Valley Events Complex - Field
14 Cityzens,PSG 15B Blue,1.0,1.0,2025-02-22,AZFC Select Invitational ,AZFC Select Invitational 2025,West Valley Events Complex - Field
PSG 15B Blue,State 48 FC 14 White,1.0,1.0,2025-02-22,AZFC Select Invitational ,AZFC Select Invitational 2025,West Valley Events Complex - Field
PSG 15B Blue,West Valley 2015 Boys Valencia Pre-Elite 64,1.0,0.0,2025-01-19,Tournaments Powered by Rated Sports ,2025 Rated Cup,Reach 11 Sports Complex 
Next Level Soccer Northwest 2015 Boys Red,PSG 15B Blue,3.0,2.0,2025-01-18,Tournaments Powered by Rated Sports ,2025 Rated Cup,Reach 11 Sports Complex 
PSG 15B Blue,West Valley 2015 Boys Rose,2.0,0.0,2025-01-18,Tournaments Powered by Rated Sports ,2025 Rated Cup,Reach 11 Sports Complex 
Legends FC AZ 15B Gold,PSG 15B Blue,7.0,6.0,2025-01-12,CCV Stars Champions Cup,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
PSG 15B Blue,State 48 FC Verrado 15/16 Black,4.0,4.0,2025-01-11,CCV Stars Champions Cup,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
2015 Boys Blue,PSG 15B Blue,4.0,1.0,2025-01-10,CCV Stars Champions Cup,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
PSG 15B Blue,Playmaker Futbol Academy 15B Black,11.0,0.0,2024-11-10,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
PSG 15B Blue,Synergy FC 15/16B,5.0,0.0,2024-11-10,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
AZ Arsenal 15 Boys Flagstaff,PSG 15B Blue,1.0,10.0,2024-11-09,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
PSG 15B Blue,Synergy FC 15/16B,1.0,9.0,2024-11-08,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
PSG 15B Blue,RSL-AZ Yuma 15 Boys Guzman,1.0,7.0,2024-10-27,Phoenix Rising FC Tournaments - Fall Classic,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
16B Mendez GSA,PSG 15B Blue,5.0,2.0,2024-10-27,Phoenix Rising FC Tournaments - Fall Classic,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
PRFC Scottsdale 15B Samba,PSG 15B Blue,2.0,4.0,2024-10-26,Phoenix Rising FC Tournaments - Fall Classic,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
PSG 15B Blue,State 48 FC Verrado 15 White,5.0,1.0,2024-10-26,Phoenix Rising FC Tournaments - Fall Classic,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
15B Jason Pre MLS Next,Excel Soccer Academy 15B Red,7.0,0.0,2025-10-05,ARIZONA ADVANCED LEAGUES,2025-2026 ASA Advanced Leagues,AZ Athletic Grounds (ASA)
Dynamos SC 15B Gold,Excel Soccer Academy 15B Red,1.0,6.0,2025-10-03,ARIZONA ADVANCED LEAGUES,2025-2026 ASA Advanced Leagues,AZ Athletic Grounds (ASA)
Excel Soccer Academy 15B Red,RSL-AZ Yuma 15 Boys Patino,4.0,4.0,2025-09-20,ARIZONA ADVANCED LEAGUES,2025-2026 ASA Advanced Leagues,AZ Athletic Grounds (ASA)
Excel Soccer Academy 15B Red,SC Del Sol San Luis,1.0,4.0,2025-09-07,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
Excel Soccer Academy 15B Red,U-11 (2015) Boys Pre Academy Blue,8.0,1.0,2025-09-06,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
2015B Locomotive EPPL Gallegos,PRFC Scottsdale 15B Predator,0.0,0.0,2025-10-12,Arsenal Challenge,Arsenal Challenge 2025,Arizona Athletic Grounds
AZ Arsenal 16 Boys Teal OC,PRFC Scottsdale 15B Predator,0.0,3.0,2025-10-11,Arsenal Challenge,Arsenal Challenge 2025,Arizona Athletic Grounds
15 Boys National League #1,PRFC Scottsdale 15B Predator,0.0,4.0,2025-09-20,Tournaments,46th Annual Wolfgang Weber FC Tucson Cup,Kino Sports Complex
AZSC 2015B White,PRFC Scottsdale 15B Predator,4.0,2.0,2025-09-13,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Crossroads Park (AZSC)
PRFC Scottsdale 15B Predator,PRFC Scottsdale 16B Predator,4.0,2.0,2025-08-31,Phoenix Rising Cup,Phoenix Rising Cup 2025,Reach 11 Sports Complex (PRC)
15B OMolina,AZ United Soccer Academy 15B,0.0,0.0,2025-10-11,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,
15B OMolina,CCV Stars 15 Boys North Orange,1.0,2.0,2025-10-04,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Snedigar Sports Complex (RSL- S)
15B DGerman,15B OMolina,7.0,1.0,2025-09-20,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Snedigar Sports Complex (RSL- S)
15B OMolina,PRFC Southeast Valley 15B Predator,3.0,0.0,2025-09-14,Cactus Kick Off,2025 Cactus Kick Off,Reach 11 Sports Complex
15B OMolina,Phoenix United 2015 Academy,4.0,0.0,2025-09-13,Cactus Kick Off,2025 Cactus Kick Off,Reach 11 Sports Complex
15B OMolina,FCDA 2015/16B Pre - Academy,10.0,1.0,2025-09-13,Cactus Kick Off,2025 Cactus Kick Off,Reach 11 Sports Complex
15B OMolina,AZSC 2015B White,1.0,0.0,2025-09-06,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Crossroads Park (AZSC)
PRFC North Valley 15B Predator,PRFC Scottsdale 15B Copa,4.0,2.0,2025-10-04,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Opportunity Way Park (PRFC NV)
PRFC Scottsdale 15B Copa,Phoenix United 2015 Academy,0.0,0.0,2025-09-27,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,
Dorados Reserve 2015,PRFC Scottsdale 15B Copa,0.0,4.0,2025-09-20,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,West Valley Events Complex
OJB FC 2015 Boys,PRFC Scottsdale 15B Copa,7.0,3.0,2025-09-13,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Scottsdale Chaparral Park 
PRFC Scottsdale 15B Copa,West Valley 2015 Boys Valencia Pre-Premier,3.0,6.0,2025-09-06,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Scottsdale Chaparral Park 
AZSC 2015B White,PRFC Scottsdale 15B Copa,0.0,4.0,2025-08-31,Phoenix Rising Cup,Phoenix Rising Cup 2025,Reach 11 Sports Complex (PRC)
AZEV B2015 (NAVY),PRFC Scottsdale 15B Copa,1.0,0.0,2025-08-30,Phoenix Rising Cup,Phoenix Rising Cup 2025,Reach 11 Sports Complex (PRC)
PRFC Scottsdale 15B Copa,Synergy FC 15/16B Montone,2.0,4.0,2025-08-30,Phoenix Rising Cup,Phoenix Rising Cup 2025,Reach 11 Sports Complex (PRC)
Dorados Reserve 2015,PRFC North Valley 15B Predator,0.0,0.0,2025-10-11,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,
PRFC North Valley 15B Predator,West Valley 15/16B,3.0,5.0,2025-09-27,The Derby 2025,The Derby 2025,Reata Sports Complex
PRFC North Valley 15B Predator,Phoenix United 2015 Academy,5.0,0.0,2025-09-20,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,West Valley Events Complex
Dorados Reserve 2015,PRFC North Valley 15B Predator,2.0,0.0,2025-09-13,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Opportunity Way Park (PRFC NV)
OJB FC 2015 Boys,PRFC North Valley 15B Predator,1.0,5.0,2025-09-06,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Hertiage Park
AZ Arsenal 16 Boys Teal OC,PRFC North Valley 15B Predator,0.0,10.0,2025-08-31,Phoenix Rising Cup,Phoenix Rising Cup 2025,Reach 11 Sports Complex (PRC)
PRFC North Valley 15B Predator,Playmaker Futbol Academy 15B Gold,0.0,2.0,2025-08-30,Phoenix Rising Cup,Phoenix Rising Cup 2025,Reach 11 Sports Complex (PRC)
BVBIA ARIZONA BLACK & YELLOW 2015,PRFC North Valley 15B Predator,0.0,0.0,2025-08-30,Phoenix Rising Cup,Phoenix Rising Cup 2025,Reach 11 Sports Complex (PRC)
PRFC North Valley 15B Predator,Tuzos 2014 Nava,3.0,3.0,2025-04-06,Yavapai,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
PRFC Desert Foothills 14B Predator,PRFC North Valley 15B Predator,1.0,3.0,2025-04-06,Yavapai,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
PRFC North Valley 15B Predator,Tuzos 2014 Nava,2.0,2.0,2025-04-05,Yavapai,Yavapai All Boys Tournament 2025,P- Mountain Valley Park Yavapai Soccer
FC ARIZONA 14 GFC VELAZCO,PRFC North Valley 15B Predator,1.0,4.0,2025-04-05,Yavapai,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
PRFC North Valley 15B Predator,Scottsdale 14 Sandsharks Black,0.0,1.0,2025-03-09,Ostrich Festival,2025 Ostrich Festival,Reach 11 Sports Complex
EXCEL25WU11B1Lee,PRFC North Valley 15B Predator,0.0,1.0,2025-03-09,Ostrich Festival,2025 Ostrich Festival,Reach 11 Sports Complex
EXCEL25WU11B1Lee,PRFC North Valley 15B Predator,5.0,2.0,2025-03-08,Ostrich Festival,2025 Ostrich Festival,Reach 11 Sports Complex
PRFC North Valley 15B Predator,Playmaker Futbol Academy 14B White,2.0,4.0,2025-03-08,Ostrich Festival,2025 Ostrich Festival,Reach 11 Sports Complex
AZSC 14B Azanger,PRFC North Valley 15B Predator,3.0,4.0,2025-02-23,Phoenix Rising FC Tournaments - Max Shacknai Invitational,2025 Max Shacknai Invitational,Arizona Athletic Grounds
CCV STARS 14 Boys EAV,PRFC North Valley 15B Predator,5.0,2.0,2025-02-22,Phoenix Rising FC Tournaments - Max Shacknai Invitational,2025 Max Shacknai Invitational,Arizona Athletic Grounds
Next Level Soccer Northwest 2014 Boys,PRFC North Valley 15B Predator,0.0,8.0,2025-02-22,Phoenix Rising FC Tournaments - Max Shacknai Invitational,2025 Max Shacknai Invitational,Arizona Athletic Grounds
FCDA 15B Pre - Academy,PRFC North Valley 15B Predator,3.0,3.0,2025-02-09,Desert Classic,Desert Classic 2025,Arizona Athletic Grounds
PRFC North Valley 15B Predator,U-10 (2015) Boys San Luis,6.0,3.0,2025-02-08,Desert Classic,Desert Classic 2025,Arizona Athletic Grounds
Next Level Soccer Southeast 2016 Boys Black,PRFC North Valley 15B Predator,4.0,7.0,2025-02-06,Desert Classic,Desert Classic 2025,Arizona Athletic Grounds
Next Level Soccer Northwest 2015 Boys Red,PRFC North Valley 15B Predator,4.0,4.0,2025-01-11,CCV Stars Champions Cup,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
Next Level Soccer Southeast 2016 Boys Black,PRFC North Valley 15B Predator,9.0,6.0,2025-01-11,CCV Stars Champions Cup,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
15B Garza/Bernal-1,PRFC North Valley 15B Predator,3.0,2.0,2024-12-15,Holiday Classic,RSL-AZ Holiday Classic 2024,
15B Blue Arviso #1,PRFC North Valley 15B Predator,2.0,8.0,2024-12-14,Holiday Classic,RSL-AZ Holiday Classic 2024,
PRFC North Valley 15B Predator,State 48 FC Verrado 15/16 Black,3.0,4.0,2024-12-14,Holiday Classic,RSL-AZ Holiday Classic 2024,
Brazas 2015 Boys Gold Diego Rangel,PRFC North Valley 15B Predator,2.0,7.0,2024-10-27,Phoenix Rising FC Tournaments - Fall Classic,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,PRFC North Valley 15B Predator,5.0,2.0,2024-10-27,Phoenix Rising FC Tournaments - Fall Classic,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
PRFC Desert Foothills 15B Predator,PRFC North Valley 15B Predator,4.0,4.0,2024-10-26,Phoenix Rising FC Tournaments - Fall Classic,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
2016 Boys (Pena),PRFC North Valley 15B Predator,0.0,8.0,2024-10-25,Phoenix Rising FC Tournaments - Fall Classic,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
PRFC North Valley 15B Predator,Tuzos Mesa 2015,0.0,4.0,2024-10-13,Arsenal Challenge,Arsenal Challenge 2024,Arizona Athletic Grounds (AASC Tournaments)
PRFC North Valley 15B PreAcademy,Tuzos Academy Mesa 2015,2.0,1.0,2025-10-04,ARIZONA ADVANCED LEAGUES,2025-2026 ASA Advanced Leagues,AZ Athletic Grounds (ASA)
RSL-AZ Yuma 15 Boys Patino,Tuzos Academy Mesa 2015,1.0,1.0,2025-09-20,ARIZONA ADVANCED LEAGUES,2025-2026 ASA Advanced Leagues,AZ Athletic Grounds (ASA)
PRFC North Valley 15B PreAcademy,Tuzos Academy Mesa 2015,1.0,0.0,2025-08-29,Phoenix Rising Cup,Phoenix Rising Cup 2025,Reach 11 Sports Complex (PRC)
AZ Arsenal 15 Boys Teal 1 OC,Tuzos Academy Mesa 2015,1.0,7.0,2025-04-12,Rivalries Cup,Rivalries Cup 2025,Arizona Athletic Grounds (AASC Tournaments)
PRFC West Valley 15B Predator,Tuzos Academy Mesa 2015,2.0,8.0,2025-04-12,Rivalries Cup,Rivalries Cup 2025,Arizona Athletic Grounds (AASC Tournaments)
PRFC Desert Foothills 15B Predator,Tuzos Academy Mesa 2015,2.0,2.0,2025-04-11,Rivalries Cup,Rivalries Cup 2025,Arizona Athletic Grounds (AASC Tournaments)
Deportivo Coras USA 2015,Tuzos Academy Mesa 2015,3.0,1.0,2025-03-30,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
Tuzos Academy Mesa 2015,Tuzos USA 2015A,6.0,2.0,2025-03-29,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
PRFC Southeast Valley 14B Predator,Tuzos Academy Mesa 2015,1.0,1.0,2025-02-22,Futsal B and G ,2024-25 MaxinMotion Open League Season 2,Eagles
Madison FC 14 Blue Boys,Tuzos Academy Mesa 2015,2.0,2.0,2025-02-15,Futsal B and G ,2024-25 MaxinMotion Open League Season 2,Madison Heights Elementary (Madison FC) 9v9
State 48 FC 15 Black,Tuzos Academy Mesa 2015,5.0,1.0,2025-02-09,Desert Classic,Desert Classic 2025,Arizona Athletic Grounds
State 48 FC 14 White,Tuzos Academy Mesa 2015,0.0,0.0,2025-02-08,Futsal B and G ,2024-25 MaxinMotion Open League Season 2,EV- Eagles Park (Mesa FC)
2015 Boys Blue,Tuzos Academy Mesa 2015,2.0,3.0,2025-02-08,Desert Classic,Desert Classic 2025,Arizona Athletic Grounds
AYSO 1079 2015/16 Boys,Tuzos Academy Mesa 2015,0.0,12.0,2025-02-07,Desert Classic,Desert Classic 2025,Arizona Athletic Grounds
14 Cityzens,Tuzos Academy Mesa 2015,0.0,2.0,2025-02-01,Futsal B and G ,2024-25 MaxinMotion Open League Season 2,Power Ranch Soccer Field
PRFC Southeast Valley 15B Predator,Tuzos Academy Mesa 2015,4.0,2.0,2025-01-25,Futsal B and G ,2024-25 MaxinMotion Open League Season 2,Eagles Park (ASA)
CCV STARS 14 Boys Navy SUR,Tuzos Academy Mesa 2015,3.0,4.0,2025-01-18,Futsal B and G ,2024-25 MaxinMotion Open League Season 2,CCV Surprise Club Fields
AZ Arsenal 14 Boys Teal 2 SC,Tuzos Academy Mesa 2015,2.0,0.0,2025-01-11,Futsal B and G ,2024-25 MaxinMotion Open League Season 2,Eagles Park (ASA)
Next Level Soccer Southeast 2015 Boys Black,Tuzos Academy Mesa 2015,0.0,11.0,2024-12-07,The Open,The Open (2024) SuperCopa & SuperCopa+ Qualifier,Bell 94 Sports Complex
FRAM B15 Pre Elite Academy,Tuzos Academy Mesa 2015,11.0,0.0,2024-12-07,The Open,The Open (2024) SuperCopa & SuperCopa+ Qualifier,Bell 94 Sports Complex
P2P Academy 2015,Tuzos Academy Mesa 2015,1.0,4.0,2024-12-06,The Open,The Open (2024) SuperCopa & SuperCopa+ Qualifier,Bell 94 Sports Complex
AZ Arsenal 15 Boys Teal 1 JZ,Tuzos Academy Mesa 2015,1.0,6.0,2024-11-23,OPEN League: Season 1,2024-25 MaxinMotion Open League Season 1,Arizona Athletic Grounds
14B Al,Tuzos Academy Mesa 2015,0.0,2.0,2024-11-16,OPEN League: Season 1,2024-25 MaxinMotion Open League Season 1,Eagles Park
AZSC 15B Navy,Tuzos Academy Mesa 2015,0.0,3.0,2024-11-09,OPEN League: Season 1,2024-25 MaxinMotion Open League Season 1,Crossroads Park (AZSC)
CCV STARS 15 Boys Orange SUR,Tuzos Academy Mesa 2015,1.0,2.0,2024-11-03,2025 Rush Cup ,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
PRFC Desert Foothills 15B Predator,Tuzos Academy Mesa 2015,3.0,1.0,2024-11-02,2025 Rush Cup ,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
State 48 FC 14 White,Tuzos Academy Mesa 2015,1.0,5.0,2024-10-19,OPEN League: Season 1,2024-25 MaxinMotion Open League Season 1,Eagles Park
PRFC Southeast Valley 15B Predator,Tuzos Academy Mesa 2015,3.0,4.0,2024-10-13,Arsenal Challenge,Arsenal Challenge 2024,Arizona Athletic Grounds (AASC Tournaments)
AZ Arsenal 15 Boys Teal SH,Phoenix United 2015 Academy,7.0,1.0,2025-09-14,Cactus Kick Off,2025 Cactus Kick Off,Reach 11 Sports Complex
15B DGerman,Phoenix United 2015 Academy,1.0,2.0,2025-09-14,Cactus Kick Off,2025 Cactus Kick Off,Reach 11 Sports Complex
15B DGerman,Phoenix United 2015 Academy,3.0,1.0,2025-09-13,Cactus Kick Off,2025 Cactus Kick Off,Reach 11 Sports Complex
16B KChacon,Phoenix United 2015 Academy,0.0,0.0,2025-08-31,Phoenix Rising Cup,Phoenix Rising Cup 2025,Reach 11 Sports Complex (PRC)
AZ Arsenal 16 Boys Teal DB,Phoenix United 2015 Academy,1.0,4.0,2025-08-30,Phoenix Rising Cup,Phoenix Rising Cup 2025,Reach 11 Sports Complex (PRC)
Phoenix United 2015 Academy,Tuzos Halcones 2014,2.0,2.0,2025-04-27,AZFC Select Challenge,AZFC Select Challenge 2025,West Valley Events Complex - Field
FC Deportivo AZ 2014B (Gallegos),Phoenix United 2015 Academy,5.0,0.0,2025-04-26,AZFC Select Challenge,AZFC Select Challenge 2025,West Valley Events Complex - Field
Phoenix United 2015 Academy,West Valley 2014 Boys Martinez Pre-Elite64,5.0,3.0,2025-04-26,AZFC Select Challenge,AZFC Select Challenge 2025,West Valley Events Complex - Field
Phoenix United 2015 Academy,State 48 FC 14 White,0.0,2.0,2025-03-30,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
Phoenix United 2015 Academy,Tuzos Halcones 2014,2.0,3.0,2025-03-29,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
Atletico Tuzos Mesa 2014,Phoenix United 2015 Academy,4.0,0.0,2025-03-29,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
FC Elite Arizona 2014 Boys,Phoenix United 2015 Academy,2.0,2.0,2025-03-22,TFC Spring Cup,TFC Spring Cup 2025,Rose Mofford
Excel Soccer Academy 14 Black,Phoenix United 2015 Academy,3.0,3.0,2025-03-22,TFC Spring Cup,TFC Spring Cup 2025,Rose Mofford
2014 Boys Yellow,Phoenix United 2015 Academy,0.0,6.0,2025-03-21,TFC Spring Cup,TFC Spring Cup 2025,Rose Mofford
Hustle Hard 2014- Boys,Phoenix United 2015 Academy,2.0,0.0,2025-03-15,Futsal B and G ,2024-25 MaxinMotion Open League Season 2,Phoenix Events Complex (ASA)
FSC United 14 Boys,Phoenix United 2015 Academy,1.0,10.0,2025-03-01,Futsal B and G ,2024-25 MaxinMotion Open League Season 2,Phoenix Events Complex (ASA)
Phoenix United 2015 Academy,State 48 FC 14 White,2.0,2.0,2025-02-23,AZFC Select Invitational ,AZFC Select Invitational 2025,West Valley Events Complex - Field
PSG 14B Blue,Phoenix United 2015 Academy,2.0,2.0,2025-02-23,AZFC Select Invitational ,AZFC Select Invitational 2025,West Valley Events Complex - Field
FC ARIZONA 14 GFC VELAZCO,Phoenix United 2015 Academy,2.0,1.0,2025-02-22,AZFC Select Invitational ,AZFC Select Invitational 2025,West Valley Events Complex - Field
Phoenix United 2015 Academy,West Valley 2015 Boys Valencia Pre-Elite 64,2.0,1.0,2025-02-22,AZFC Select Invitational ,AZFC Select Invitational 2025,West Valley Events Complex - Field
14 Boys Navy,Phoenix United 2015 Academy,4.0,0.0,2025-02-15,Futsal B and G ,2024-25 MaxinMotion Open League Season 2,Desert Broom - North
Phoenix Premier FC 14B White,Phoenix United 2015 Academy,3.0,4.0,2025-02-08,Futsal B and G ,2024-25 MaxinMotion Open League Season 2,West Valley Events Complex - Field
Phoenix United 2015 Academy,Scottsdale 14 Sandsharks Black,1.0,5.0,2025-02-04,Futsal B and G ,2024-25 MaxinMotion Open League Season 2,NE- McDowell Mountain Ranch Park (Sandsharks)
Monsters 2014,Phoenix United 2015 Academy,5.0,3.0,2025-02-01,Futsal B and G ,2024-25 MaxinMotion Open League Season 2,CSW- Ceasar Chavez Park (South Valley- Please Edit)
Next Level Soccer Southeast 2015 Boys Blue,Phoenix United 2015 Academy,1.0,3.0,2025-01-25,AZ Soccer Clash,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
2014 Rush Boys,Phoenix United 2015 Academy,1.0,1.0,2025-01-24,AZ Soccer Clash,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
PRFC West Valley 14B Predator,Phoenix United 2015 Academy,5.0,1.0,2025-01-18,Futsal B and G ,2024-25 MaxinMotion Open League Season 2,Friendship Park (PRFC - WV)
Phoenix United 2015 Academy,West Valley 2015 Boys Valencia Pre-Elite 64,8.0,2.0,2024-12-08,Salvation Army Christmas Angel,Christmas Angel 2024,Reach 11 Sports Complex
Phoenix United 2015 Academy,Scottsdale 14 Sandsharks Black,2.0,1.0,2024-12-08,Salvation Army Christmas Angel,Christmas Angel 2024,Reach 11 Sports Complex
AZ Thundercats 2014,Phoenix United 2015 Academy,2.0,10.0,2024-12-07,Salvation Army Christmas Angel,Christmas Angel 2024,Reach 11 Sports Complex
Phoenix United 2015 Academy,Scottsdale 14 Sandsharks Black,1.0,2.0,2024-12-06,Salvation Army Christmas Angel,Christmas Angel 2024,Reach 11 Sports Complex
14 Boys Navy,Phoenix United 2015 Academy,2.0,1.0,2024-11-23,OPEN League: Season 1,2024-25 MaxinMotion Open League Season 1,West Valley Events Complex - Field
2014 Boys Blue,Phoenix United 2015 Academy,0.0,5.0,2024-11-16,OPEN League: Season 1,2024-25 MaxinMotion Open League Season 1,West Valley Events Complex - Field
2014 Boys Blue,Phoenix United 2015 Academy,1.0,4.0,2024-11-10,Kick for the Cure,Kick for the Cure 2024,Scottsdale Sports Complex (ASA)
14 Boys Navy,Phoenix United 2015 Academy,3.0,0.0,2024-11-10,Kick for the Cure,Kick for the Cure 2024,Scottsdale Sports Complex (ASA)
Phoenix United 2015 Academy,Real Arizona 2014,3.0,4.0,2024-11-09,Kick for the Cure,Kick for the Cure 2024,Scottsdale Sports Complex (ASA)
Phoenix United 2015 Academy,Select 14B,8.0,0.0,2024-11-09,Kick for the Cure,Kick for the Cure 2024,West Valley Events Complex - Field
East Valley NSFC 14 Boys Tiggs,Phoenix United 2015 Academy,8.0,0.0,2024-10-26,OPEN League: Season 1,2024-25 MaxinMotion Open League Season 1,EV- EVNSFC Soccer Complex
14 Cityzens,Phoenix United 2015 Academy,5.0,4.0,2024-10-20,The Fiesta Cup ,2024 The Fiesta Cup ,Bell 94 Soccer Complex (FC Arizona) 
Phoenix United 2015 Academy,Phoenix United FC 2014 Premier,3.0,4.0,2024-10-19,The Fiesta Cup ,2024 The Fiesta Cup ,Bell 94 Soccer Complex (FC Arizona) 
Next Level Soccer Southeast 2014 Boys Green,Phoenix United 2015 Academy,0.0,3.0,2024-10-18,The Fiesta Cup ,2024 The Fiesta Cup ,Bell 94 Soccer Complex (FC Arizona) 
Phoenix United 2015 Academy,Tuzos Royals 14 Academy,4.0,1.0,2024-10-13,Tournaments Powered by Rated Sports ,2024 Scottsdale Cup,Bell94 Sports Complex
2015 Boys Blue,East Valley NSFC 15 Boys Klein,0.0,0.0,2025-10-11,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,
2015 Boys Blue,CCV Stars 15 Boys South Orange,3.0,0.0,2025-10-04,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,West Valley Events Complex
2015 Boys Blue,FC Deportivo AZ 2015B (Gallegos),0.0,4.0,2025-09-20,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,ASU West
2015 Boys Blue,East Valley NSFC 15 Boys Klein,8.0,0.0,2025-09-13,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,West Valley Events Complex
