Team A,Team B,Score A,Score B,Date,Competition,Venue
Next Level Soccer Northwest 2015 Boys Red,RSL-AZ Yuma 15 Boys Patino,4,8,2024-10-27,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
RSL-AZ Yuma 15 Boys Patino,Next Level Soccer Northwest 2015 Boys Red,8,4,2024-10-27,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
PRFC Scottsdale 15B Predator,Next Level Soccer Northwest 2015 Boys Red,7,0,2024-10-26,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
Next Level Soccer Northwest 2015 Boys Red,PRFC Scottsdale 15B Predator,0,7,2024-10-26,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
Next Level Soccer Northwest 2015 Boys Red,PRFC West Valley 15B Predator,2,5,2024-10-26,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
PRFC West Valley 15B Predator,Next Level Soccer Northwest 2015 Boys Red,5,2,2024-10-26,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
Next Level Soccer Northwest 2015 Boys Red,Real 2015 Boys National,0,3,2024-10-13,2024 Scottsdale Cup,Rose Mofford Sports Complex
Real 2015 Boys National,Next Level Soccer Northwest 2015 Boys Red,3,0,2024-10-13,2024 Scottsdale Cup,Rose Mofford Sports Complex
Next Level Soccer Northwest 2015 Boys Red,ALBION SC Las Vegas B15 Academy I,1,1,2024-10-12,2024 Scottsdale Cup,Rose Mofford Sports Complex
ALBION SC Las Vegas B15 Academy I,Next Level Soccer Northwest 2015 Boys Red,1,1,2024-10-12,2024 Scottsdale Cup,Rose Mofford Sports Complex
CCV STARS 15 Boys Orange PEO,Next Level Soccer Northwest 2015 Boys Red,3,1,2024-10-12,2024 Scottsdale Cup,Rose Mofford Sports Complex
Next Level Soccer Northwest 2015 Boys Red,CCV STARS 15 Boys Orange PEO,1,3,2024-10-12,2024 Scottsdale Cup,Rose Mofford Sports Complex
Southeast 2015 Boys Blue,2015B Locomotive EPPL Gallegos,1,1,2025-10-11,Arsenal Challenge 2025,Arizona Athletic Grounds
2015B Locomotive EPPL Gallegos,Southeast 2015 Boys Blue,1,1,2025-10-11,Arsenal Challenge 2025,Arizona Athletic Grounds
PRFC Scottsdale 15B Predator,Southeast 2015 Boys Blue,1,4,2025-10-11,Arsenal Challenge 2025,Arizona Athletic Grounds
Southeast 2015 Boys Blue,PRFC Scottsdale 15B Predator,4,1,2025-10-11,Arsenal Challenge 2025,Arizona Athletic Grounds
16B KChacon,Southeast 2015 Boys Blue,4,2,2025-09-14,2025 Cactus Kick Off,Reach 11 Sports Complex
Southeast 2015 Boys Blue,16B KChacon,2,4,2025-09-14,2025 Cactus Kick Off,Reach 11 Sports Complex
Dynamos SC 15B Gold,Southeast 2015 Boys Blue,1,4,2025-09-13,2025 Cactus Kick Off,Reach 11 Sports Complex
Southeast 2015 Boys Blue,Dynamos SC 15B Gold,4,1,2025-09-13,2025 Cactus Kick Off,Reach 11 Sports Complex
Southeast 2015 Boys Blue,15B NJMarkette,4,2,2025-09-13,2025 Cactus Kick Off,Reach 11 Sports Complex
15B NJMarkette,Southeast 2015 Boys Blue,2,4,2025-09-13,2025 Cactus Kick Off,Reach 11 Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,Real Arizona 2014,3,3,2025-04-27,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
Real Arizona 2014,Next Level Soccer Southeast 2015 Boys Blue,3,3,2025-04-27,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
Verde Valley United FC,Next Level Soccer Southeast 2015 Boys Blue,4,1,2025-04-26,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
Next Level Soccer Southeast 2015 Boys Blue,Verde Valley United FC,1,4,2025-04-26,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
Next Level Soccer Southeast 2015 Boys Blue,AZ Arsenal 14 Boys AYDP,2,2,2025-04-26,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
AZ Arsenal 14 Boys AYDP,Next Level Soccer Southeast 2015 Boys Blue,2,2,2025-04-26,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
Next Level Soccer Southeast 2015 Boys Blue,BRAZAS FC 2015 Boys Black,2,2,2025-04-06,Brazas - 2025 Ginga Champions,Arizona Athletic Grounds
BRAZAS FC 2015 Boys Black,Next Level Soccer Southeast 2015 Boys Blue,2,2,2025-04-06,Brazas - 2025 Ginga Champions,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,CCV STARS 14 Boys EAV,4,2,2025-04-05,Brazas - 2025 Ginga Champions,Arizona Athletic Grounds
CCV STARS 14 Boys EAV,Next Level Soccer Southeast 2015 Boys Blue,2,4,2025-04-05,Brazas - 2025 Ginga Champions,Arizona Athletic Grounds
AZSC 14B Azanger,Next Level Soccer Southeast 2015 Boys Blue,2,3,2025-04-05,Brazas - 2025 Ginga Champions,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,AZSC 14B Azanger,3,2,2025-04-05,Brazas - 2025 Ginga Champions,Arizona Athletic Grounds
RSL-AZ Yuma 14 Boys Quinonez,Next Level Soccer Southeast 2015 Boys Blue,5,3,2025-03-22,2025 Copper State Challenge,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,RSL-AZ Yuma 14 Boys Quinonez,3,5,2025-03-22,2025 Copper State Challenge,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,AZSC 14B Azanger,6,5,2025-03-23,2025 Copper State Challenge,Arizona Athletic Grounds
AZSC 14B Azanger,Next Level Soccer Southeast 2015 Boys Blue,5,6,2025-03-23,2025 Copper State Challenge,Arizona Athletic Grounds
PRFC Southeast Valley 15B Predator,Next Level Soccer Southeast 2015 Boys Blue,4,1,2025-03-22,2025 Copper State Challenge,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,PRFC Southeast Valley 15B Predator,1,4,2025-03-22,2025 Copper State Challenge,Arizona Athletic Grounds
PRFC West Valley 14B Pre-Academy,Next Level Soccer Southeast 2015 Boys Blue,2,3,2025-03-09,2025 Ostrich Festival,Reach 11 Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,PRFC West Valley 14B Pre-Academy,3,2,2025-03-09,2025 Ostrich Festival,Reach 11 Sports Complex
14B Castro Rueda,Next Level Soccer Southeast 2015 Boys Blue,0,4,2025-03-09,2025 Ostrich Festival,Reach 11 Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,14B Castro Rueda,4,0,2025-03-09,2025 Ostrich Festival,Reach 11 Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,14B Hinds,5,1,2025-03-08,2025 Ostrich Festival,Reach 11 Sports Complex
14B Hinds,Next Level Soccer Southeast 2015 Boys Blue,1,5,2025-03-08,2025 Ostrich Festival,Reach 11 Sports Complex
PRFC West Valley 14B Pre-Academy,Next Level Soccer Southeast 2015 Boys Blue,3,0,2025-03-08,2025 Ostrich Festival,Reach 11 Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,PRFC West Valley 14B Pre-Academy,0,3,2025-03-08,2025 Ostrich Festival,Reach 11 Sports Complex
PRFC West Valley 15B Predator,Next Level Soccer Southeast 2015 Boys Blue,5,4,2025-02-23,2025 Max Shacknai Invitational,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,PRFC West Valley 15B Predator,4,5,2025-02-23,2025 Max Shacknai Invitational,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,CCV STARS 14 Boys White PEO,6,2,2025-02-22,2025 Max Shacknai Invitational,Arizona Athletic Grounds
CCV STARS 14 Boys White PEO,Next Level Soccer Southeast 2015 Boys Blue,2,6,2025-02-22,2025 Max Shacknai Invitational,Arizona Athletic Grounds
PRFC Scottsdale 14B Predator,Next Level Soccer Southeast 2015 Boys Blue,3,2,2025-02-22,2025 Max Shacknai Invitational,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,PRFC Scottsdale 14B Predator,2,3,2025-02-22,2025 Max Shacknai Invitational,Arizona Athletic Grounds
CCV STARS 15 Boys Orange SUR,Next Level Soccer Southeast 2015 Boys Blue,4,2,2025-02-09,Desert Classic 2025,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,CCV STARS 15 Boys Orange SUR,2,4,2025-02-09,Desert Classic 2025,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,Madison FC 2015 Boys Gold,1,3,2025-02-08,Desert Classic 2025,Arizona Athletic Grounds
Madison FC 2015 Boys Gold,Next Level Soccer Southeast 2015 Boys Blue,3,1,2025-02-08,Desert Classic 2025,Arizona Athletic Grounds
PRFC Desert Foothills 15B Predator,Next Level Soccer Southeast 2015 Boys Blue,2,5,2025-02-08,Desert Classic 2025,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,PRFC Desert Foothills 15B Predator,5,2,2025-02-08,Desert Classic 2025,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,Amore 2014 Boys,1,4,2025-01-26,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
Amore 2014 Boys,Next Level Soccer Southeast 2015 Boys Blue,4,1,2025-01-26,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
Phoenix United 2015 Academy,Next Level Soccer Southeast 2015 Boys Blue,3,1,2025-01-25,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,Phoenix United 2015 Academy,1,3,2025-01-25,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,Phoenix Premier FC 14B White,7,0,2025-01-25,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
Phoenix Premier FC 14B White,Next Level Soccer Southeast 2015 Boys Blue,0,7,2025-01-25,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,AZ Inferno 14 Boys Black,3,2,2025-01-12,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
AZ Inferno 14 Boys Black,Next Level Soccer Southeast 2015 Boys Blue,2,3,2025-01-12,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
Next Level Soccer Southeast 2015 Boys Blue,PRFC Southeast Valley 14B Pre-Academy,1,2,2025-01-11,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
PRFC Southeast Valley 14B Pre-Academy,Next Level Soccer Southeast 2015 Boys Blue,2,1,2025-01-11,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
Next Level Soccer Southeast 2015 Boys Blue,CCV STARS 14 Boys EAV,3,3,2025-01-11,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
CCV STARS 14 Boys EAV,Next Level Soccer Southeast 2015 Boys Blue,3,3,2025-01-11,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
Next Level Soccer Southeast 2015 Boys Blue,State 48 FC 15 Copper,2,0,2024-12-08,Christmas Angel 2024,Rose Mofford Sports Complex
State 48 FC 15 Copper,Next Level Soccer Southeast 2015 Boys Blue,0,2,2024-12-08,Christmas Angel 2024,Rose Mofford Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,Phoenix Premier FC 15B Black,4,8,2024-12-07,Christmas Angel 2024,Rose Mofford Sports Complex
Phoenix Premier FC 15B Black,Next Level Soccer Southeast 2015 Boys Blue,8,4,2024-12-07,Christmas Angel 2024,Rose Mofford Sports Complex
Deportivo Coras USA 2015,Next Level Soccer Southeast 2015 Boys Blue,6,2,2024-12-08,Christmas Angel 2024,Rose Mofford Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,Deportivo Coras USA 2015,2,6,2024-12-08,Christmas Angel 2024,Rose Mofford Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,PRFC Scottsdale 15B Copa,2,3,2024-11-24,2024 Heritage Cup ,HC - Discovery Park 
PRFC Scottsdale 15B Copa,Next Level Soccer Southeast 2015 Boys Blue,3,2,2024-11-24,2024 Heritage Cup ,HC - Discovery Park 
Next Level Soccer Southeast 2015 Boys Blue,U-10 (2015) Boys Pre Academy,4,2,2024-11-23,2024 Heritage Cup ,HC - Discovery Park 
U-10 (2015) Boys Pre Academy,Next Level Soccer Southeast 2015 Boys Blue,2,4,2024-11-23,2024 Heritage Cup ,HC - Discovery Park 
EV-NSFC 15 Boys Perez(1),Next Level Soccer Southeast 2015 Boys Blue,2,6,2024-11-22,2024 Heritage Cup ,HC- Crossroads Park
Next Level Soccer Southeast 2015 Boys Blue,EV-NSFC 15 Boys Perez(1),6,2,2024-11-22,2024 Heritage Cup ,HC- Crossroads Park
Next Level Soccer Northwest 2015 Girls,Next Level Soccer Southeast 2015 Boys Blue,3,6,2024-11-10,Kick for the Cure 2024,Rose Mofford Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,Next Level Soccer Northwest 2015 Girls,6,3,2024-11-10,Kick for the Cure 2024,Rose Mofford Sports Complex
Scottsdale 15 Sandsharks Select,Next Level Soccer Southeast 2015 Boys Blue,2,3,2024-11-10,Kick for the Cure 2024,Rose Mofford Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,Scottsdale 15 Sandsharks Select,3,2,2024-11-10,Kick for the Cure 2024,Rose Mofford Sports Complex
Scottsdale 15 Sandsharks Select,Next Level Soccer Southeast 2015 Boys Blue,4,2,2024-11-09,Kick for the Cure 2024,Rose Mofford Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,Scottsdale 15 Sandsharks Select,2,4,2024-11-09,Kick for the Cure 2024,Rose Mofford Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,Sun Warriors 15/16 Boys Sixtos,11,1,2024-11-10,Kick for the Cure 2024,Rose Mofford Sports Complex
Sun Warriors 15/16 Boys Sixtos,Next Level Soccer Southeast 2015 Boys Blue,1,11,2024-11-10,Kick for the Cure 2024,Rose Mofford Sports Complex
PRFC North Valley 15B Predator,Next Level Soccer Southeast 2015 Boys Blue,2,5,2024-10-27,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,PRFC North Valley 15B Predator,5,2,2024-10-27,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,2015 Boys Blue,5,0,2024-10-26,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
2015 Boys Blue,Next Level Soccer Southeast 2015 Boys Blue,0,5,2024-10-26,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
Deportivo Coras USA 2015,Next Level Soccer Southeast 2015 Boys Blue,5,5,2024-10-26,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,Deportivo Coras USA 2015,5,5,2024-10-26,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
Next Level Soccer Southeast 2015 Boys Blue,PRFC Desert Foothills 15B Copa,11,0,2024-10-25,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
PRFC Desert Foothills 15B Copa,Next Level Soccer Southeast 2015 Boys Blue,0,11,2024-10-25,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
CCV STARS 15 Boys Navy PEO,Next Level Soccer Southeast 2015 Boys Blue,4,2,2024-10-13,2024 Scottsdale Cup,Rose Mofford Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,CCV STARS 15 Boys Navy PEO,2,4,2024-10-13,2024 Scottsdale Cup,Rose Mofford Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,North Scottsdale 15 Sandsharks Select,0,4,2024-10-13,2024 Scottsdale Cup,Rose Mofford Sports Complex
North Scottsdale 15 Sandsharks Select,Next Level Soccer Southeast 2015 Boys Blue,4,0,2024-10-13,2024 Scottsdale Cup,Rose Mofford Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,Next Level Soccer Southeast 2015 Boys Blue,0,2,2024-10-12,2024 Scottsdale Cup,Rose Mofford Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,West Valley 2015 Boys Valencia Pre-Elite 64,2,0,2024-10-12,2024 Scottsdale Cup,Rose Mofford Sports Complex
15 Pre-MLS Next Tier #1,15B Garza Pre MLS Next,0,0,2025-10-05,2025-2026 ASA Advanced Leagues,
15B Garza Pre MLS Next,15 Pre-MLS Next Tier #1,0,0,2025-10-05,2025-2026 ASA Advanced Leagues,
15B Garza Pre MLS Next,AZSC 2015B Navy,1,1,2025-10-04,2025-2026 ASA Advanced Leagues,AZ Athletic Grounds (ASA)
AZSC 2015B Navy,15B Garza Pre MLS Next,1,1,2025-10-04,2025-2026 ASA Advanced Leagues,AZ Athletic Grounds (ASA)
15B Garza Pre MLS Next,PRFC Scottsdale 15B Pre-Academy,2,1,2025-09-21,2025-2026 ASA Advanced Leagues,AZ Athletic Grounds (ASA)
PRFC Scottsdale 15B Pre-Academy,15B Garza Pre MLS Next,1,2,2025-09-21,2025-2026 ASA Advanced Leagues,AZ Athletic Grounds (ASA)
15B Garza Pre MLS Next,State 48 FC 15 Elite,3,3,2025-09-20,2025-2026 ASA Advanced Leagues,AZ Athletic Grounds (ASA)
State 48 FC 15 Elite,15B Garza Pre MLS Next,3,3,2025-09-20,2025-2026 ASA Advanced Leagues,AZ Athletic Grounds (ASA)
15B NMarkette Pre-MLS Next,15B Garza Pre MLS Next,4,1,2025-09-14,2025 Cactus Kick Off,Reach 11 Sports Complex
15B Garza Pre MLS Next,15B NMarkette Pre-MLS Next,1,4,2025-09-14,2025 Cactus Kick Off,Reach 11 Sports Complex
15B Garza Pre MLS Next,Las Vegas Sports Academy U11 Boys Red 2015,0,9,2025-09-13,2025 Cactus Kick Off,Reach 11 Sports Complex
Las Vegas Sports Academy U11 Boys Red 2015,15B Garza Pre MLS Next,9,0,2025-09-13,2025 Cactus Kick Off,Reach 11 Sports Complex
Northwest 2015 Boys Black,15B Garza Pre MLS Next,8,1,2025-09-14,2025 Cactus Kick Off,Reach 11 Sports Complex
15B Garza Pre MLS Next,Northwest 2015 Boys Black,1,8,2025-09-14,2025 Cactus Kick Off,Reach 11 Sports Complex
15 Boys Soul Warriors,15B Garza/Bernal-1,2,7,2025-04-06,CDO Challenge Cup 2025,Kino Sports Complex
15B Garza/Bernal-1,15 Boys Soul Warriors,7,2,2025-04-06,CDO Challenge Cup 2025,Kino Sports Complex
15B Garza/Bernal-1,Phoenix Premier FC 15B Black,6,0,2025-04-06,CDO Challenge Cup 2025,Kino Sports Complex
Phoenix Premier FC 15B Black,15B Garza/Bernal-1,0,6,2025-04-06,CDO Challenge Cup 2025,Kino Sports Complex
15B Garza/Bernal-1,Phoenix Premier FC 15B Black,5,3,2025-04-05,CDO Challenge Cup 2025,Kino Sports Complex
Phoenix Premier FC 15B Black,15B Garza/Bernal-1,3,5,2025-04-05,CDO Challenge Cup 2025,Kino Sports Complex
Santos 15B,15B Garza/Bernal-1,1,10,2025-04-05,CDO Challenge Cup 2025,Kino Sports Complex
15B Garza/Bernal-1,Santos 15B,10,1,2025-04-05,CDO Challenge Cup 2025,Kino Sports Complex
15B Garza/Bernal-1,West Valley 2014 Boys Martinez Pre-Elite64,1,2,2025-03-30,Southwest Cup 2025,Pacana Park
West Valley 2014 Boys Martinez Pre-Elite64,15B Garza/Bernal-1,2,1,2025-03-30,Southwest Cup 2025,Pacana Park
Excel Soccer Academy 15 Red,15B Garza/Bernal-1,1,2,2025-03-29,Southwest Cup 2025,Pacana Park
15B Garza/Bernal-1,Excel Soccer Academy 15 Red,2,1,2025-03-29,Southwest Cup 2025,Pacana Park
15B Garza/Bernal-1,14B Flores,1,4,2025-03-29,Southwest Cup 2025,Pacana Park
14B Flores,15B Garza/Bernal-1,4,1,2025-03-29,Southwest Cup 2025,Pacana Park
15B Garza/Bernal-1,14B Blue #1,6,1,2025-03-22,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Ochoa
14B Blue #1,15B Garza/Bernal-1,1,6,2025-03-22,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Ochoa
14 ECNL #2,15B Garza/Bernal-1,3,0,2025-03-22,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Ochoa
15B Garza/Bernal-1,14 ECNL #2,0,3,2025-03-22,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Ochoa
14 Boys Soul Warriors,15B Garza/Bernal-1,1,10,2025-03-15,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Lincoln Park
15B Garza/Bernal-1,14 Boys Soul Warriors,10,1,2025-03-15,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Lincoln Park
15B Garza/Bernal-1,14B Hinds,0,0,2025-03-15,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Udall
14B Hinds,15B Garza/Bernal-1,0,0,2025-03-15,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Udall
15B Garza/Bernal-1,14B E64 #2,2,1,2025-03-08,PCJSL 2024/25 - Winter Session U9 - U15,Ochoa
14B E64 #2,15B Garza/Bernal-1,1,2,2025-03-08,PCJSL 2024/25 - Winter Session U9 - U15,Ochoa
VSC 2014 Boys Green,15B Garza/Bernal-1,2,2,2025-03-01,PCJSL 2024/25 - Winter Session U9 - U15,Lincoln Park
15B Garza/Bernal-1,VSC 2014 Boys Green,2,2,2025-03-01,PCJSL 2024/25 - Winter Session U9 - U15,Lincoln Park
15B Garza/Bernal-1,RSL-AZ Yuma 14 Boys Quinonez,2,2,2025-02-16,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
RSL-AZ Yuma 14 Boys Quinonez,15B Garza/Bernal-1,2,2,2025-02-16,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
15B Garza/Bernal-1,Eagles F.C.,8,0,2025-02-15,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
Eagles F.C.,15B Garza/Bernal-1,0,8,2025-02-15,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
CDO 15B Premier,15B Garza/Bernal-1,1,2,2025-02-15,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
15B Garza/Bernal-1,CDO 15B Premier,2,1,2025-02-15,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
15B Garza/Bernal-1,CDO 14B Premier,3,3,2025-02-08,PCJSL 2024/25 - Winter Session U9 - U15,Lincoln Park
CDO 14B Premier,15B Garza/Bernal-1,3,3,2025-02-08,PCJSL 2024/25 - Winter Session U9 - U15,Lincoln Park
Pima Surf Academy Boys 14,15B Garza/Bernal-1,3,3,2025-02-01,PCJSL 2024/25 - Winter Session U9 - U15,Freedom Park
15B Garza/Bernal-1,Pima Surf Academy Boys 14,3,3,2025-02-01,PCJSL 2024/25 - Winter Session U9 - U15,Freedom Park
14 Boys Soul Warriors,15B Garza/Bernal-1,1,1,2025-01-25,PCJSL 2024/25 - Winter Session U9 - U15,Lincoln Park
15B Garza/Bernal-1,14 Boys Soul Warriors,1,1,2025-01-25,PCJSL 2024/25 - Winter Session U9 - U15,Lincoln Park
15B Garza/Bernal-1,14B E64 #1,2,0,2025-01-25,PCJSL 2024/25 - Winter Session U9 - U15,Lincoln Park
14B E64 #1,15B Garza/Bernal-1,0,2,2025-01-25,PCJSL 2024/25 - Winter Session U9 - U15,Lincoln Park
Pima Surf Academy Boys 15,15B Garza/Bernal-1,1,8,2025-01-19,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
15B Garza/Bernal-1,Pima Surf Academy Boys 15,8,1,2025-01-19,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
15B Garza/Bernal-1,CDI AlFaEs 2015,4,3,2025-01-19,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
CDI AlFaEs 2015,15B Garza/Bernal-1,3,4,2025-01-19,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
INVICTUS 2015,15B Garza/Bernal-1,9,4,2025-01-18,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
