Team A,Team B,Score A,Score B,Date,Competition,SourceURL
AZ Arsenal Pre-ECNL B15,14b jimmy,2.0,1.0,2025-04-26,2025 Arizona Presidents Cup,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,prfc west valley 15b predator,0.0,4.0,2025-04-13,Rivalries Cup 2025,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,8.0,1.0,2025-04-12,Rivalries Cup 2025,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,4.0,2.0,2025-04-12,Rivalries Cup 2025,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,nos santos 14,5.0,3.0,2025-04-12,2025 Arizona Presidents Cup,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,rsl-az south 15b corral,1.0,7.0,2025-04-11,Rivalries Cup 2025,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,3.0,2.0,2025-04-05,2025 Arizona Presidents Cup,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,phoenix premier 14b cg,4.0,1.0,2025-03-22,2025 Phoenix Cup - Boys Weekend,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,3.0,1.0,2025-03-22,2025 Phoenix Cup - Boys Weekend,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,3.0,0.0,2025-03-21,2025 Phoenix Cup - Boys Weekend,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,4.0,3.0,2025-02-22,2024-25 MaxinMotion Open League Season 2,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,azsc 14b perez,7.0,1.0,2025-02-09,Desert Classic 2025,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,5.0,3.0,2025-02-09,Desert Classic 2025,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,phoenix united 2015 elite,4.0,7.0,2025-02-09,Desert Classic 2025,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,2.0,2.0,2025-02-07,Desert Classic 2025,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,prfc west valley 14b pre-,1.0,4.0,2025-02-01,2024-25 MaxinMotion Open League Season 2,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,5.0,1.0,2025-02-01,2024-25 MaxinMotion Open League Season 2,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,u-11 (2014) pre,4.0,1.0,2025-01-25,2025 AZ Soccer Clash hosted by Phoenix Premier FC,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,2.0,1.0,2025-01-26,2025 AZ Soccer Clash hosted by Phoenix Premier FC,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,east valley nsfc 14 aguirre,5.0,3.0,2025-01-25,2025 AZ Soccer Clash hosted by Phoenix Premier FC,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,phoenix united 2014 mendez,4.0,7.0,2025-01-23,2024-25 MaxinMotion Open League Season 2,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,3.0,1.0,2025-01-16,2024-25 MaxinMotion Open League Season 2,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,prfc scottsdale 14b predator,2.0,5.0,2025-01-11,2024-25 MaxinMotion Open League Season 2,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,3.0,2.0,2025-01-05,Inside Classic 2025,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,phoenix premier 15b cg,2.0,10.0,2025-01-05,Inside Classic 2025,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,10.0,2.0,2025-01-04,Inside Classic 2025,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 2 bd,1.0,9.0,2025-01-04,Inside Classic 2025,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,0.0,7.0,2024-12-07,The Open (2024) SuperCopa & SuperCopa+ Qualifier,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,premier touch ie 2015,10.0,0.0,2024-12-08,The Open (2024) SuperCopa & SuperCopa+ Qualifier,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,tfa-sela b2015,6.0,1.0,2024-12-06,The Open (2024) SuperCopa & SuperCopa+ Qualifier,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,6.0,1.0,2024-11-23,2024-25 MaxinMotion Open League Season 1,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,azsc 15b,3.0,4.0,2024-11-17,2024-25 MaxinMotion Open League Season 1,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,state 48 14,1.0,6.0,2024-11-09,2024-25 MaxinMotion Open League Season 1,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,2.0,1.0,2024-11-03,2024 Rush Cup ,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,1.0,4.0,2024-11-03,2024 Rush Cup ,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,tuzos mesa 2014,3.0,3.0,2024-11-02,2024 Rush Cup ,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,5.0,3.0,2024-11-02,2024 Rush Cup ,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,ccv stars 14 navy sur,0.0,8.0,2024-10-26,2024-25 MaxinMotion Open League Season 1,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,1.0,2.0,2024-10-24,2024-25 MaxinMotion Open League Season 1,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,2.0,4.0,2024-10-13,Arsenal Challenge 2024,https://rankings.gotsport.com/teams/163451/game-history
AZ Arsenal Pre-ECNL B15,az arsenal 15 teal 1 jz,6.0,1.0,2024-10-12,Arsenal Challenge 2024,https://rankings.gotsport.com/teams/163451/game-history
Weston FC 2015 Future Elite II,fbs- 2015 orange,6.0,0.0,2025-09-27,Florida Academy League 2025-2026,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,sffa 2015,3.0,0.0,2025-09-20,Florida Academy League 2025-2026,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,2015 (u11) pre mls,2.0,1.0,2025-09-13,Florida Academy League 2025-2026,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,fal 2015,8.0,0.0,2025-09-06,Florida Academy League 2025-2026,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,cf 15b south,1.0,4.0,2025-05-25,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,solrise soccer,5.0,0.0,2025-05-24,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,2015 (u10),0.0,1.0,2025-05-24,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,miami beach football mbfc 2014,2.0,2.0,2025-05-17,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,one b2014,2.0,2.0,2025-04-27,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,w&h america - 2014 ultra,1.0,2.0,2025-04-06,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,weston 2014,3.0,0.0,2025-03-22,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,doral elite 2014,,,2025-03-08,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,weston 2014 future elite ii,2.0,3.0,2025-03-01,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,2014 (u11) pre mls ii,5.0,3.0,2025-02-22,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,2015 (u10),0.0,2.0,2025-02-16,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,nationals oakland 15,1.0,1.0,2025-02-15,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,15b fpfc dev 1,3.0,1.0,2025-02-15,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,kbsc elite 2014,3.0,1.0,2025-02-08,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,jfc 2016 pre mls i,9.0,1.0,2025-01-12,2025 JFC Puma King Cup,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,weston 2016 future elite i,2.0,2.0,2025-01-12,2025 JFC Puma King Cup,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,scu 15,13.0,2.0,2025-01-11,2025 JFC Puma King Cup,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,jfc 2015 pre mls ii,9.0,1.0,2025-01-11,2025 JFC Puma King Cup,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,one b2015,7.0,1.0,2024-12-15,2024 Springs Holiday Cup,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,345 2015,8.0,0.0,2024-12-15,2024 Springs Holiday Cup,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,cssa 2015w,1.0,2.0,2024-12-14,2024 Springs Holiday Cup,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,miami breakers 2014,3.0,1.0,2024-12-08,2024 The Miami Classic,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,2014 (u11),5.0,1.0,2024-12-08,2024 The Miami Classic,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,albion miami b2014,4.0,1.0,2024-12-07,2024 The Miami Classic,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,psg fl1 2014 verratti,2.0,0.0,2024-12-07,2024 The Miami Classic,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,pinecrest premier 2014,2.0,1.0,2024-11-10,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,2014 (u11),2.0,1.0,2024-11-09,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,miami beach football mbfc 2014,5.0,3.0,2024-11-03,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,inter miami cf 2015,0.0,3.0,2024-10-27,Legends Cup- 2024,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,kbsc elite 2015,2.0,4.0,2024-10-27,Legends Cup- 2024,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,sevilla 2015 elite,6.0,0.0,2024-10-26,Legends Cup- 2024,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,one b2015,7.0,3.0,2024-10-26,Legends Cup- 2024,https://rankings.gotsport.com/teams/482591/game-history
Weston FC 2015 Future Elite II,2014,1.0,0.0,2024-10-19,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/482591/game-history
KBSC Academy 2015,one b2015 pre-mls,1.0,1.0,2025-10-05,EDP Florida League 2025-26,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,2014,9.0,0.0,2025-09-28,Strikers Cup 2025,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,strikers miami 2015 pre ecnl,,,2025-09-28,Strikers Cup 2025,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,strikers miami 2015 pre ecnl,2.0,2.0,2025-09-27,Strikers Cup 2025,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,strikers miami 2014,3.0,0.0,2025-09-27,Strikers Cup 2025,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,2015,2.0,3.0,2025-09-20,Florida Academy League 2025-2026,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,one b2015,6.0,0.0,2025-09-14,EDP Florida League 2025-26,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,academia metodo coira 2015 elite,4.0,2.0,2025-09-13,EDP Florida League 2025-26,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,sffa 2015,6.0,2.0,2025-09-06,Florida Academy League 2025-2026,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,2015 (u11),3.0,1.0,2025-09-06,EDP Florida League 2025-26,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,2.0,0.0,2025-05-25,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,5.0,2.0,2025-05-24,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,15b fpfc dev 1,1.0,0.0,2025-05-24,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,albion miami b2014,4.0,3.0,2025-05-03,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,2015 (u10),2.0,1.0,2025-05-03,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,miami breakers 2014,2.0,1.0,2025-04-26,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,4.0,0.0,2025-04-20,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,1.0,0.0,2025-04-19,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,u10 elite doral,0.0,5.0,2025-04-13,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,jam - di vaio,0.0,1.0,2025-04-12,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,2.0,0.0,2025-04-06,Clash Of The Champions- 2025,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,3.0,0.0,2025-04-06,Clash Of The Champions- 2025,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,5.0,2.0,2025-04-05,Clash Of The Champions- 2025,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,miami breakers 2015,1.0,4.0,2025-04-04,Clash Of The Champions- 2025,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,1.0,0.0,2025-03-29,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,psg fl1 2014 verratti,0.0,3.0,2025-03-16,2025 Doral Cup,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,miami skies u11 elite,1.0,0.0,2025-03-16,2025 Doral Cup,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,8.0,0.0,2025-03-15,2025 Doral Cup,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,305 2014,0.0,7.0,2025-03-15,2025 Doral Cup,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,2.0,3.0,2025-03-08,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,2015 (u10),1.0,0.0,2025-02-16,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,tampa dynamo 2015b,1.0,1.0,2025-02-16,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,parkland fpe 2015,0.0,1.0,2025-02-15,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,3.0,2.0,2025-02-15,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,s5a kendall u11,1.0,0.0,2025-01-19,The 22nd Annual Dimitri Cup -U8 thru U12 Weekend,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,1.0,2.0,2025-01-19,The 22nd Annual Dimitri Cup -U8 thru U12 Weekend,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,mvp 14b,1.0,4.0,2025-01-18,The 22nd Annual Dimitri Cup -U8 thru U12 Weekend,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,1.0,4.0,2025-01-18,The 22nd Annual Dimitri Cup -U8 thru U12 Weekend,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,0.0,2.0,2024-12-15,EDP Florida Playoffs Fall 2024,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,12.0,0.0,2024-12-14,EDP Florida Playoffs Fall 2024,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,nona soccer 2015 b,0.0,4.0,2024-12-14,EDP Florida Playoffs Fall 2024,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,6.0,2.0,2024-12-09,2024 The Miami Classic,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,5.0,3.0,2024-12-08,2024 The Miami Classic,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,jam doral - cuadrado,2.0,3.0,2024-12-07,2024 The Miami Classic,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,2.0,1.0,2024-12-07,2024 The Miami Classic,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,2.0,2.0,2024-11-16,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,jam doral - cuadrado,2.0,2.0,2024-11-16,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,ws 2015b pele,4.0,3.0,2024-11-09,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,3.0,1.0,2024-11-03,The 2024 Tampa Bay Super Cup-Junior Boys and Girls (U8-U12),https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,tampa dynamo 2015b,6.0,5.0,2024-11-03,The 2024 Tampa Bay Super Cup-Junior Boys and Girls (U8-U12),https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,pr surf dorado 2015,2.0,3.0,2024-11-02,The 2024 Tampa Bay Super Cup-Junior Boys and Girls (U8-U12),https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,6.0,0.0,2024-11-02,The 2024 Tampa Bay Super Cup-Junior Boys and Girls (U8-U12),https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,weston 2015 future elite ii,2.0,4.0,2024-10-27,Legends Cup- 2024,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,one b2015,2.0,1.0,2024-10-26,Legends Cup- 2024,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,3.0,1.0,2024-10-26,Legends Cup- 2024,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,3.0,0.0,2024-10-20,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/251099/game-history
KBSC Academy 2015,kbsc elite 2015,6.0,2.0,2024-10-13,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/251099/game-history
Coppermine SC 2015 Boys Pre-Academy I,potomac pre ecnl i 15b,7.0,3.0,2025-10-05,EDP League Fall 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,bethesda i 2015,4.0,4.0,2025-09-27,EDP League Fall 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,2015,3.0,1.0,2025-09-21,EDP League Fall 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,syc 2015b pre-mls next,3.0,1.0,2025-09-20,EDP League Fall 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,alex 2015,4.0,4.0,2025-09-13,EDP League Fall 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,mclean youth soccer 2015,6.0,1.0,2025-09-06,EDP League Fall 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,futboltech chsc - 2015 liverpool,2.0,4.0,2025-08-31,Philadelphia International Cup,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,pre mls next white '15,6.0,0.0,2025-08-31,Philadelphia International Cup,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,2015 apex,6.0,0.0,2025-08-30,Philadelphia International Cup,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,futboltech chsc - 2015 everton,7.0,1.0,2025-08-30,Philadelphia International Cup,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,north carolina 2015 north,6.0,2.0,2025-08-23,Copa Rayados East Coast 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,north carolina 2015 south,5.0,3.0,2025-08-23,Copa Rayados East Coast 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,2014 pre ecnl,1.0,6.0,2025-08-17,CHARM CITY SUPER CUP,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,syc 2014b pre-mls next a,2.0,3.0,2025-08-16,CHARM CITY SUPER CUP,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,syc 2014b pre-mls next ii,3.0,3.0,2025-08-16,CHARM CITY SUPER CUP,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,3.0,3.0,2025-06-14,SuperCopa 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,2.0,3.0,2025-06-13,SuperCopa 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,esc elite 2015,2.0,6.0,2025-06-12,SuperCopa 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,10.0,4.0,2025-06-12,SuperCopa 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,3.0,0.0,2025-05-26,2025 Virginian Elite Soccer Tournament,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,syc 2014b,1.0,1.0,2025-05-25,2025 Virginian Elite Soccer Tournament,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,4.0,2.0,2025-05-24,2025 Virginian Elite Soccer Tournament,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,bryc elite 2014 pre-ecnl,0.0,3.0,2025-05-24,2025 Virginian Elite Soccer Tournament,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,2014b,1.0,5.0,2025-05-18,EDP League Spring 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,potomac pre-ecnl ii 14b,3.0,2.0,2025-05-17,EDP League Spring 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,sac 2014 - premier,0.0,3.0,2025-05-04,EDP League Spring 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,7.0,0.0,2025-04-26,EDP League Spring 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,3.0,0.0,2025-04-12,EDP League Spring 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,3.0,1.0,2025-04-06,EDP League Spring 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,potomac red 14b,1.0,6.0,2025-04-05,EDP League Spring 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,rush 14b,0.0,2.0,2025-03-29,EDP League Spring 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,4.0,3.0,2025-03-22,EDP League Spring 2025,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,2.0,1.0,2025-03-16,Alexandria Soccer Kickoff (ASK) 2025 | Small Sided U8-12,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,syc 2014b,1.0,2.0,2025-03-16,Alexandria Soccer Kickoff (ASK) 2025 | Small Sided U8-12,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,alex 2014,5.0,3.0,2025-03-15,Alexandria Soccer Kickoff (ASK) 2025 | Small Sided U8-12,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,3.0,2.0,2025-03-15,Alexandria Soccer Kickoff (ASK) 2025 | Small Sided U8-12,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,3.0,4.0,2025-03-09,2025 Jefferson Cup Boys Weekend (2016-2011),https://rankings.gotsport.com/teams/133402/game-history
