Team A,Team B,Score A,Score B,Date
PRFC North Valley 15B Predator,Playmaker Futbol Academy 14B White,2.0,4.0,2025-03-08
AZSC 14B Azanger,PRFC North Valley 15B Predator,3.0,4.0,2025-02-23
CCV STARS 14 Boys EAV,PRFC North Valley 15B Predator,5.0,2.0,2025-02-22
Next Level Soccer Northwest 2014 Boys,PRFC North Valley 15B Predator,0.0,8.0,2025-02-22
FCDA 15B Pre - Academy,PRFC North Valley 15B Predator,3.0,3.0,2025-02-09
PRFC North Valley 15B Predator,U-10 (2015) Boys San Luis,6.0,3.0,2025-02-08
Next Level Soccer Southeast 2016 Boys Black,PRFC North Valley 15B Predator,4.0,7.0,2025-02-06
Next Level Soccer Northwest 2015 Boys Red,PRFC North Valley 15B Predator,4.0,4.0,2025-01-11
Next Level Soccer Southeast 2016 Boys Black,PRFC North Valley 15B Predator,9.0,6.0,2025-01-11
15B Garza/Bernal-1,PRFC North Valley 15B Predator,3.0,2.0,2024-12-15
15B Blue Arviso #1,PRFC North Valley 15B Predator,2.0,8.0,2024-12-14
PRFC North Valley 15B Predator,State 48 FC Verrado 15/16 Black,3.0,4.0,2024-12-14
Brazas 2015 Boys Gold Diego Rangel,PRFC North Valley 15B Predator,2.0,7.0,2024-10-27
Next Level Soccer Southeast 2015 Boys Blue,PRFC North Valley 15B Predator,5.0,2.0,2024-10-27
PRFC Desert Foothills 15B Predator,PRFC North Valley 15B Predator,4.0,4.0,2024-10-26
2016 Boys (Pena),PRFC North Valley 15B Predator,0.0,8.0,2024-10-25
PRFC North Valley 15B Predator,Tuzos Mesa 2015,0.0,4.0,2024-10-13
PRFC North Valley 15B PreAcademy,Tuzos Academy Mesa 2015,2.0,1.0,2025-10-04
RSL-AZ Yuma 15 Boys Patino,Tuzos Academy Mesa 2015,1.0,1.0,2025-09-20
PRFC North Valley 15B PreAcademy,Tuzos Academy Mesa 2015,1.0,0.0,2025-08-29
AZ Arsenal 15 Boys Teal 1 OC,Tuzos Academy Mesa 2015,1.0,7.0,2025-04-12
PRFC West Valley 15B Predator,Tuzos Academy Mesa 2015,2.0,8.0,2025-04-12
PRFC Desert Foothills 15B Predator,Tuzos Academy Mesa 2015,2.0,2.0,2025-04-11
Deportivo Coras USA 2015,Tuzos Academy Mesa 2015,3.0,1.0,2025-03-30
Tuzos Academy Mesa 2015,Tuzos USA 2015A,6.0,2.0,2025-03-29
PRFC Southeast Valley 14B Predator,Tuzos Academy Mesa 2015,1.0,1.0,2025-02-22
Madison FC 14 Blue Boys,Tuzos Academy Mesa 2015,2.0,2.0,2025-02-15
State 48 FC 15 Black,Tuzos Academy Mesa 2015,5.0,1.0,2025-02-09
State 48 FC 14 White,Tuzos Academy Mesa 2015,0.0,0.0,2025-02-08
2015 Boys Blue,Tuzos Academy Mesa 2015,2.0,3.0,2025-02-08
2015 Boys Blue,Tuzos Academy Mesa 2015,2.0,3.0,2025-02-08
AYSO 1079 2015/16 Boys,Tuzos Academy Mesa 2015,0.0,12.0,2025-02-07
14 Cityzens,Tuzos Academy Mesa 2015,0.0,2.0,2025-02-01
PRFC Southeast Valley 15B Predator,Tuzos Academy Mesa 2015,4.0,2.0,2025-01-25
CCV STARS 14 Boys Navy SUR,Tuzos Academy Mesa 2015,3.0,4.0,2025-01-18
AZ Arsenal 14 Boys Teal 2 SC,Tuzos Academy Mesa 2015,2.0,0.0,2025-01-11
Next Level Soccer Southeast 2015 Boys Black,Tuzos Academy Mesa 2015,0.0,11.0,2024-12-07
FRAM B15 Pre Elite Academy,Tuzos Academy Mesa 2015,11.0,0.0,2024-12-07
P2P Academy 2015,Tuzos Academy Mesa 2015,1.0,4.0,2024-12-06
AZ Arsenal 15 Boys Teal 1 JZ,Tuzos Academy Mesa 2015,1.0,6.0,2024-11-23
14B Al,Tuzos Academy Mesa 2015,0.0,2.0,2024-11-16
AZSC 15B Navy,Tuzos Academy Mesa 2015,0.0,3.0,2024-11-09
CCV STARS 15 Boys Orange SUR,Tuzos Academy Mesa 2015,1.0,2.0,2024-11-03
PRFC Desert Foothills 15B Predator,Tuzos Academy Mesa 2015,3.0,1.0,2024-11-02
State 48 FC 14 White,Tuzos Academy Mesa 2015,1.0,5.0,2024-10-19
PRFC Southeast Valley 15B Predator,Tuzos Academy Mesa 2015,3.0,4.0,2024-10-13
AZ Arsenal 15 Boys Teal SH,Phoenix United 2015 Academy,7.0,1.0,2025-09-14
15B DGerman,Phoenix United 2015 Academy,1.0,2.0,2025-09-14
15B DGerman,Phoenix United 2015 Academy,3.0,1.0,2025-09-13
16B KChacon,Phoenix United 2015 Academy,0.0,0.0,2025-08-31
AZ Arsenal 16 Boys Teal DB,Phoenix United 2015 Academy,1.0,4.0,2025-08-30
Phoenix United 2015 Academy,Tuzos Halcones 2014,2.0,2.0,2025-04-27
FC Deportivo AZ 2014B (Gallegos),Phoenix United 2015 Academy,5.0,0.0,2025-04-26
Phoenix United 2015 Academy,West Valley 2014 Boys Martinez Pre-Elite64,5.0,3.0,2025-04-26
Phoenix United 2015 Academy,State 48 FC 14 White,0.0,2.0,2025-03-30
Phoenix United 2015 Academy,Tuzos Halcones 2014,2.0,3.0,2025-03-29
Atletico Tuzos Mesa 2014,Phoenix United 2015 Academy,4.0,0.0,2025-03-29
FC Elite Arizona 2014 Boys,Phoenix United 2015 Academy,2.0,2.0,2025-03-22
Excel Soccer Academy 14 Black,Phoenix United 2015 Academy,3.0,3.0,2025-03-22
2014 Boys Yellow,Phoenix United 2015 Academy,0.0,6.0,2025-03-21
Hustle Hard 2014- Boys,Phoenix United 2015 Academy,2.0,0.0,2025-03-15
FSC United 14 Boys,Phoenix United 2015 Academy,1.0,10.0,2025-03-01
Phoenix United 2015 Academy,State 48 FC 14 White,2.0,2.0,2025-02-23
PSG 14B Blue,Phoenix United 2015 Academy,2.0,2.0,2025-02-23
FC ARIZONA 14 GFC VELAZCO,Phoenix United 2015 Academy,2.0,1.0,2025-02-22
Phoenix United 2015 Academy,West Valley 2015 Boys Valencia Pre-Elite 64,2.0,1.0,2025-02-22
14 Boys Navy,Phoenix United 2015 Academy,4.0,0.0,2025-02-15
Phoenix Premier FC 14B White,Phoenix United 2015 Academy,3.0,4.0,2025-02-08
Phoenix United 2015 Academy,Scottsdale 14 Sandsharks Black,1.0,5.0,2025-02-04
Monsters 2014,Phoenix United 2015 Academy,5.0,3.0,2025-02-01
Next Level Soccer Southeast 2015 Boys Blue,Phoenix United 2015 Academy,1.0,3.0,2025-01-25
2014 Rush Boys,Phoenix United 2015 Academy,1.0,1.0,2025-01-24
PRFC West Valley 14B Predator,Phoenix United 2015 Academy,5.0,1.0,2025-01-18
Phoenix United 2015 Academy,West Valley 2015 Boys Valencia Pre-Elite 64,8.0,2.0,2024-12-08
Phoenix United 2015 Academy,Scottsdale 14 Sandsharks Black,2.0,1.0,2024-12-08
AZ Thundercats 2014,Phoenix United 2015 Academy,2.0,10.0,2024-12-07
Phoenix United 2015 Academy,Scottsdale 14 Sandsharks Black,1.0,2.0,2024-12-06
14 Boys Navy,Phoenix United 2015 Academy,2.0,1.0,2024-11-23
2014 Boys Blue,Phoenix United 2015 Academy,0.0,5.0,2024-11-16
2014 Boys Blue,Phoenix United 2015 Academy,1.0,4.0,2024-11-10
14 Boys Navy,Phoenix United 2015 Academy,3.0,0.0,2024-11-10
Phoenix United 2015 Academy,Real Arizona 2014,3.0,4.0,2024-11-09
Phoenix United 2015 Academy,Select 14B,8.0,0.0,2024-11-09
East Valley NSFC 14 Boys Tiggs,Phoenix United 2015 Academy,8.0,0.0,2024-10-26
14 Cityzens,Phoenix United 2015 Academy,5.0,4.0,2024-10-20
Phoenix United 2015 Academy,Phoenix United FC 2014 Premier,3.0,4.0,2024-10-19
Next Level Soccer Southeast 2014 Boys Green,Phoenix United 2015 Academy,0.0,3.0,2024-10-18
Phoenix United 2015 Academy,Tuzos Royals 14 Academy,4.0,1.0,2024-10-13
2015 Boys Blue,East Valley NSFC 15 Boys Klein,0.0,0.0,2025-10-11
2015 Boys Blue,East Valley NSFC 15 Boys Klein,0.0,0.0,2025-10-11
2015 Boys Blue,CCV Stars 15 Boys South Orange,3.0,0.0,2025-10-04
2015 Boys Blue,CCV Stars 15 Boys South Orange,3.0,0.0,2025-10-04
2015 Boys Blue,FC Deportivo AZ 2015B (Gallegos),0.0,4.0,2025-09-20
2015 Boys Blue,FC Deportivo AZ 2015B (Gallegos),0.0,4.0,2025-09-20
2015 Boys Blue,East Valley NSFC 15 Boys Klein,8.0,0.0,2025-09-13
2015 Boys Blue,East Valley NSFC 15 Boys Klein,8.0,0.0,2025-09-13
2015 Boys Blue,BRAZAS FC 2015 Boys White,0.0,3.0,2025-09-06
2015 Boys Blue,BRAZAS FC 2015 Boys White,0.0,3.0,2025-09-06
2015 Boys Blue,PRFC West Valley 15B Samba,0.0,2.0,2025-04-27
2015 Boys Blue,PRFC West Valley 15B Samba,0.0,2.0,2025-04-27
2015 Boys Blue,CCV STARS 15 Boys Orange SUR,4.0,0.0,2025-04-27
2015 Boys Blue,CCV STARS 15 Boys Orange SUR,4.0,0.0,2025-04-27
2015 Boys Blue,Legends FC AZ 15B Gold,0.0,1.0,2025-04-26
2015 Boys Blue,Legends FC AZ 15B Gold,0.0,1.0,2025-04-26
2015 Boys Blue,Prescott Predators 15B Leick,4.0,1.0,2025-04-26
2015 Boys Blue,Prescott Predators 15B Leick,4.0,1.0,2025-04-26
2015 Boys Blue,U-10 (2015) Girls Pre Academy,1.0,2.0,2025-04-25
2015 Boys Blue,U-10 (2015) Girls Pre Academy,1.0,2.0,2025-04-25
2015 Boys Blue,AZSC 15B White,0.0,1.0,2025-04-13
2015 Boys Blue,AZSC 15B White,0.0,1.0,2025-04-13
2015 Boys Blue,CCV STARS 15 Boys Navy PEO,3.0,2.0,2025-04-12
2015 Boys Blue,CCV STARS 15 Boys Navy PEO,3.0,2.0,2025-04-12
2015 Boys Blue,EV-NSFC 15 Boys Perez(1),1.0,1.0,2025-04-05
2015 Boys Blue,EV-NSFC 15 Boys Perez(1),1.0,1.0,2025-04-05
2015 Boys Blue,Phoenix 15/16B Blue,2.0,2.0,2025-04-05
2015 Boys Blue,Phoenix 15/16B Blue,2.0,2.0,2025-04-05
2015 Boys Blue,Desert xolos,0.0,4.0,2025-03-23
2015 Boys Blue,Desert xolos,0.0,4.0,2025-03-23
2015 Boys Blue,Synergy FC 15/16B,1.0,1.0,2025-03-22
2015 Boys Blue,Synergy FC 15/16B,1.0,1.0,2025-03-22
15B Campos,2015 Boys Blue,3.0,0.0,2025-03-22
15B Campos,2015 Boys Blue,3.0,0.0,2025-03-22
2015 Boys Blue,Players 15 Boys Junior Academy,0.0,1.0,2025-03-21
2015 Boys Blue,Players 15 Boys Junior Academy,0.0,1.0,2025-03-21
2015 Boys Blue,PRFC Scottsdale 15B Gazelle,0.0,0.0,2025-03-01
2015 Boys Blue,PRFC Scottsdale 15B Gazelle,0.0,0.0,2025-03-01
2015 Boys Blue,EV-NSFC 15 Boys Smith(3),0.0,0.0,2025-03-01
2015 Boys Blue,EV-NSFC 15 Boys Smith(3),0.0,0.0,2025-03-01
2015 Boys Blue,West Valley 2015 Boys Rose,1.0,2.0,2025-02-23
2015 Boys Blue,West Valley 2015 Boys Rose,1.0,2.0,2025-02-23
2015 Boys Blue,State 48 FC Verrado 15 White,1.0,3.0,2025-02-22
2015 Boys Blue,State 48 FC Verrado 15 White,1.0,3.0,2025-02-22
16B Mendez GSA,2015 Boys Blue,2.0,1.0,2025-02-22
16B Mendez GSA,2015 Boys Blue,2.0,1.0,2025-02-22
2015 Boys Blue,Vegas United ‘15 Boys Elite,9.0,1.0,2025-02-09
2015 Boys Blue,Vegas United ‘15 Boys Elite,9.0,1.0,2025-02-09
2015 Boys Blue,Next Level Soccer Southeast 2015 Boys Green,0.0,1.0,2025-02-08
2015 Boys Blue,Next Level Soccer Southeast 2015 Boys Green,0.0,1.0,2025-02-08
2015 Boys Blue,EV-NSFC 15 Boys Perez(1),1.0,3.0,2025-02-08
2015 Boys Blue,EV-NSFC 15 Boys Perez(1),1.0,3.0,2025-02-08
2015 Boys Blue,Madison FC 2015 Boys Gold,2.0,2.0,2025-01-12
2015 Boys Blue,Madison FC 2015 Boys Gold,2.0,2.0,2025-01-12
2015 Boys Blue,State 48 FC Verrado 15/16 Black,4.0,0.0,2025-01-11
2015 Boys Blue,State 48 FC Verrado 15/16 Black,4.0,0.0,2025-01-11
15B Sanchez,2015 Boys Blue,1.0,5.0,2024-12-15
15B Sanchez,2015 Boys Blue,1.0,5.0,2024-12-15
2015 Boys Blue,PRFC West Valley 15B Samba,6.0,3.0,2024-12-14
2015 Boys Blue,PRFC West Valley 15B Samba,6.0,3.0,2024-12-14
2015 Boys Blue,Allen U9/U10,1.0,5.0,2024-12-14
2015 Boys Blue,Allen U9/U10,1.0,5.0,2024-12-14
2015 Boys Blue,CCV STARS 15 Boys Orange EAV,1.0,2.0,2024-12-13
2015 Boys Blue,CCV STARS 15 Boys Orange EAV,1.0,2.0,2024-12-13
2015 Boys Blue,2015 Boys Yellow,7.0,2.0,2024-11-10
2015 Boys Blue,2015 Boys Yellow,7.0,2.0,2024-11-10
15B Vyas,2015 Boys Blue,4.0,3.0,2024-11-09
15B Vyas,2015 Boys Blue,4.0,3.0,2024-11-09
2015 Boys Blue,CCV STARS 15 Boys Orange SUR,4.0,3.0,2024-11-08
2015 Boys Blue,CCV STARS 15 Boys Orange SUR,4.0,3.0,2024-11-08
2015 Boys Blue,2015 Rush Boys,1.0,0.0,2024-11-03
2015 Boys Blue,2015 Rush Boys,1.0,0.0,2024-11-03
2015 Boys Blue,West Valley 2015 Boys Rose,2.0,2.0,2024-11-02
2015 Boys Blue,West Valley 2015 Boys Rose,2.0,2.0,2024-11-02
2015 Boys Blue,State 48 FC Verrado 15/16 Black,1.0,5.0,2024-11-01
2015 Boys Blue,State 48 FC Verrado 15/16 Black,1.0,5.0,2024-11-01
2015 Boys Blue,Deportivo Coras USA 2015,2.0,3.0,2024-10-27
2015 Boys Blue,Deportivo Coras USA 2015,2.0,3.0,2024-10-27
2015 Boys Blue,2015 Boys Blue,5.0,0.0,2024-10-26
2015 Boys Blue,2015 Boys Blue,5.0,0.0,2024-10-26
2015 Boys Blue,2015 Boys Blue,5.0,0.0,2024-10-26
2015 Boys Blue,2015 Boys Blue,5.0,0.0,2024-10-26
2015 Boys Blue,PRFC Desert Foothills 15B Copa,5.0,0.0,2024-10-25
2015 Boys Blue,PRFC Desert Foothills 15B Copa,5.0,0.0,2024-10-25
2015 Boys Blue,Next Level Soccer Southeast 2015 Boys Green,0.0,1.0,2024-10-13
2015 Boys Blue,Next Level Soccer Southeast 2015 Boys Green,0.0,1.0,2024-10-13
AZSC 2015B White,CCV Stars 15 Boys North Orange,2.0,6.0,2025-09-27
15B DGerman,FCDA 2015/16B Pre - Academy,17.0,0.0,2025-09-14
15B DGerman,PRFC Southeast Valley 15B Predator,1.0,4.0,2025-09-13
15B DGerman,CCV Stars 15 Boys North Navy,3.0,2.0,2025-09-07
15B DGerman,NM Rapids ROMA 2015,1.0,1.0,2025-09-07
15B DGerman,PRFC Desert Foothills 16B Predator,1.0,7.0,2025-09-06
15B DGerman,AZ Arsenal 15 Boys Teal CE,7.0,2.0,2025-09-06
15B Rayados Blue,16B Mendez GSA,10.0,1.0,2025-03-09
15B Rayados Blue,Tuzos Edwin 2015,3.0,2.0,2025-03-08
15B NJMarkette,15B Rayados Blue,0.0,2.0,2025-03-08
15B Rayados Blue,FC Sonora 14' B Dynamo,0.0,0.0,2025-03-01
15B Rayados Blue,CDO 15B Premier,8.0,0.0,2025-02-25
15B Rayados Blue,Douglas Cobras,2.0,6.0,2025-02-16
15 Boys Soul Warriors,15B Rayados Blue,1.0,3.0,2025-02-15
15B Rayados Blue,Santos 15B,3.0,2.0,2025-02-15
15B Rayados Blue,Chelsea 15B2,0.0,4.0,2025-02-13
15B Rayados Blue,329 Rangers 14B,0.0,2.0,2025-01-25
15B Rayados Blue,CDI AlFaEs 2015,4.0,0.0,2025-01-19
15B Rayados Blue,INVICTUS 2015,3.0,11.0,2025-01-18
15B Rayados Blue,Pima Surf Academy Boys 15,2.0,5.0,2025-01-18
15B Rayados Blue,Eagles F.C.,4.0,0.0,2025-01-11
14B Blue #1,15B Rayados Blue,0.0,3.0,2024-12-28
15B Rayados Blue,Deportivo Mexico 14B,0.0,3.0,2024-12-28
15B Rayados Blue,PRFC Scottsdale 16B Predator,2.0,4.0,2024-12-15
15B Rayados Blue,PRFC Scottsdale 15B Copa,0.0,0.0,2024-12-14
15B Rayados Blue,Utah United Academy 2015,0.0,6.0,2024-12-14
15B Rayados Blue,CDO 15B Elite,7.0,0.0,2024-12-07
15B Bernal/Garza 2,15B Rayados Blue,8.0,2.0,2024-11-23
15B Blue West #1,15B Rayados Blue,2.0,2.0,2024-11-16
15B Garza/Bernal-1,15B Rayados Blue,2.0,3.0,2024-11-11
15B Rayados Blue,MVLA_NV 2015 Boys,5.0,2.0,2024-11-10
15B Rayados Blue,UAC 15B Academy,8.0,1.0,2024-11-09
15B Rayados Blue,White 2015,4.0,2.0,2024-10-27
15B Rayados Blue,B15 Black,5.0,1.0,2024-10-26
15B Rayados Blue,Daybreak 15B Blue,1.0,7.0,2024-10-26
15B Rayados Blue,PRFC Scottsdale 16B Predator,3.0,3.0,2024-10-13
15B Jason Pre MLS Next,BRAZAS FC 2015 Boys Black Pacifico,6.0,0.0,2025-10-04
15B Jason Pre MLS Next,PRFC North Valley 15B PreAcademy,7.0,2.0,2025-09-28
15B Jason Pre MLS Next,Dynamos SC 15B Gold,2.0,3.0,2025-09-21
15B Jason Pre MLS Next,15G Pre-ECNL Jeffers Royals,0.0,6.0,2025-09-14
15B Jason Pre MLS Next,CDO 15B Premier,0.0,4.0,2025-08-27
CDO 15B Premier,Dynamos SC 15B Gold,5.0,2.0,2025-10-05
CDO 15B Premier,RSL-AZ Yuma 15 Boys Patino,1.0,2.0,2025-10-04
CDO 15B Premier,PRFC North Valley 15B PreAcademy,0.0,3.0,2025-09-07
CCV Stars 15 Boys South Pre-ECNL,CDO 15B Premier,6.0,4.0,2025-09-06
CDO 15B Premier,Eagles F.C.,0.0,0.0,2025-04-06
Argentina 14b,CDO 15B Premier,3.0,1.0,2025-04-05
14B Hinds,CDO 15B Premier,2.0,1.0,2025-04-03
329 Rangers 14B,CDO 15B Premier,3.0,2.0,2025-03-08
CDO 15B Premier,FC Sonora 14' B Dynamo,5.0,0.0,2025-03-04
CDO 15B Premier,Deportivo Mexico 14B,4.0,3.0,2025-03-01
CDO 15B Premier,RSLAZ Southern 15B Rayados Blue,8.0,0.0,2025-02-25
CDO 15B Premier,Eagles F.C.,1.0,1.0,2025-02-15
15B Garza/Bernal-1,CDO 15B Premier,2.0,1.0,2025-02-14
CDO 15B Premier,Eagles F.C.,2.0,4.0,2025-02-08
14B Hermanson 1,CDO 15B Premier,0.0,1.0,2025-01-19
CDO 15B Premier,Deportivo Mexico 14B,2.0,1.0,2025-01-18
CDO 15B Premier,Milan,1.0,4.0,2025-01-18
14B Hermanson 1,CDO 15B Premier,1.0,1.0,2025-01-16
14B Blue #1,CDO 15B Premier,2.0,0.0,2025-01-11
Amore 2014 Boys,CDO 15B Premier,3.0,3.0,2024-12-15
CDO 15B Premier,PSG 14B Blue,2.0,0.0,2024-12-14
CDO 15B Premier,EXCEL24FallU11B2Eggleston,5.0,1.0,2024-12-14
14B Blue #2,CDO 15B Premier,1.0,6.0,2024-12-12
CDO 15B Premier,Rayitos 14B2,5.0,0.0,2024-12-03
14B Hermanson 1,CDO 15B Premier,4.0,2.0,2024-11-16
14B Hermanson 1,CDO 15B Premier,1.0,0.0,2024-11-11
2014B Felix Nogales,CDO 15B Premier,0.0,2.0,2024-11-10
CDO 15B Premier,Milan,2.0,4.0,2024-11-10
14B Hermanson 2,CDO 15B Premier,0.0,8.0,2024-11-09
CDO 15B Premier,Milan,1.0,2.0,2024-10-26
CDO 15B Premier,Eagles F.C.,0.0,2.0,2024-10-20
14B Hinds,CDO 15B Premier,3.0,1.0,2024-10-20
14B Moore,CDO 15B Premier,1.0,5.0,2024-10-19
CDO 15B Premier,Milan,1.0,5.0,2024-10-19
AZ Arsenal 16 Boys Teal OC,CCV Stars 15 Boys South Pre-ECNL,0.0,0.0,2025-10-12
AZ Arsenal Pre-ECNL RL B15,CCV Stars 15 Boys South Pre-ECNL,0.0,0.0,2025-10-12
CCV Stars 15 Boys South Pre-ECNL,VSC 2015 Boys Green,1.0,5.0,2025-10-11
CCV Stars 15 Boys South Pre-ECNL,RYSC 2015,1.0,9.0,2025-10-04
CCV Stars 15 Boys South Pre-ECNL,Select 15B Red,0.0,0.0,2025-09-27
CCV Stars 15 Boys South Pre-ECNL,NOS Santos 15 Boys Blue,0.0,0.0,2025-09-20
CCV Stars 15 Boys South Pre-ECNL,PRFC Southeast Valley 15B Predator-Central,0.0,0.0,2025-09-13
CCV Stars 15 Boys South Pre-ECNL,PRFC North Valley 15B PreAcademy,6.0,4.0,2025-09-06
15B NJMarkette,Dynamos SC 15B Gold,1.0,3.0,2025-09-14
16B KChacon,Dynamos SC 15B Gold,0.0,3.0,2025-09-13
Dynamos SC 15B Gold,PRFC North Valley 15B PreAcademy,2.0,6.0,2025-08-31
Dynamos SC 15B Gold,PRFC Desert Foothills 15B Predator,1.0,3.0,2025-08-30
PRFC Southeast Valley 15B Predator-Central,Tuzos USA 2015A,2.0,2.0,2025-10-04
RYSC 2015,Tuzos USA 2015A,5.0,5.0,2025-09-20
Select 15B Red,Tuzos USA 2015A,2.0,2.0,2025-09-13
16B GSA,Tuzos USA 2015A,1.0,3.0,2025-09-07
Tuzos Edwin 2015,Tuzos USA 2015A,0.0,3.0,2025-09-07
Dorados Reserve 2015,Tuzos USA 2015A,3.0,0.0,2025-09-06
Atletico Tuzos Guerrero 2015,Tuzos USA 2015A,0.0,1.0,2025-09-05
Phoenix 15/16B Blue,Tuzos USA 2015A,5.0,1.0,2025-04-06
EV-NSFC 15 Boys Perez(1),Tuzos USA 2015A,5.0,6.0,2025-04-05
RSLAZ Southern Rayados Az 2015 Blue,Tuzos USA 2015A,2.0,1.0,2025-03-30
FCDA 15B Pre - Academy,Tuzos USA 2015A,8.0,1.0,2025-03-29
B15 Academy I,Tuzos USA 2015A,1.0,4.0,2024-10-27
Tuzos USA 2015A,Yellow ,2.0,4.0,2024-10-26
B15 Premier NK,Tuzos USA 2015A,0.0,15.0,2024-10-26
AZSC 2015B White,Synergy FC 15/16B Montone,2.0,2.0,2025-08-31
AZ Arsenal 15 Boys Teal BD,AZSC 2015B White,0.0,7.0,2025-08-30
2015 Rush Boys,AZSC 2015B White,5.0,0.0,2025-08-29
AZEV B2014 (WHITE),AZSC 2015B White,5.0,2.0,2025-07-28
AZSC 2014B Azanger- Indoor Only,AZSC 2015B White,3.0,0.0,2025-07-21
AZSC 2015B White,PRFC Southeast Valley 14B Predator,5.0,6.0,2025-07-14
AZSC 2015B White,Schneider Futsal Academy 2015,8.0,6.0,2025-07-07
AZEV B2014 (WHITE),AZSC 2015B White,1.0,8.0,2025-07-07
East Valley NSFC 15 Boys Tiggs,PSC 2015B,2.0,1.0,2025-10-11
2016B Locomotive EPPL Valcarcel-LC,East Valley NSFC 15 Boys Tiggs,7.0,0.0,2025-10-11
AZ Arsenal 15 Boys Teal SH,East Valley NSFC 15 Boys Tiggs,2.0,0.0,2025-10-10
2015 Boys Yellow,East Valley NSFC 15 Boys Tiggs,1.0,2.0,2025-09-20
AZ Arsenal 15 Boys Teal CE,East Valley NSFC 15 Boys Tiggs,0.0,0.0,2025-08-15
AZ Arsenal 15 Boys Teal SH,East Valley NSFC 15 Boys Tiggs,0.0,0.0,2025-08-09
AZ Arsenal 16 Boys Teal OC,East Valley NSFC 15 Boys Tiggs,0.0,0.0,2025-08-08
Deportivo Coras USA 2015,Select 15B Red,0.0,5.0,2025-09-07
Deportivo Coras USA 2015,Tuzos 2015 Nava,4.0,2.0,2025-09-06
Deportivo Coras USA 2015,La Piedad FC 2015,5.0,0.0,2025-09-06
Brazas 2015 Boys Gold Diego Rangel,Deportivo Coras USA 2015,2.0,9.0,2025-04-06
Deportivo Coras USA 2015,ESC - Boys Chandler 15/16,14.0,1.0,2025-04-05
Deportivo Coras USA 2015,Select 15B,11.0,4.0,2025-04-05
Deportivo Coras USA 2015,Next Level Soccer Southeast 2015 Boys Green,1.0,6.0,2025-04-04
Deportivo Coras USA 2015,FCDA 15B Pre - Academy,4.0,2.0,2025-03-29
Deportivo Coras USA 2015,RSLAZ Southern Rayados Az 2015 Blue,7.0,2.0,2025-03-29
Deportivo Coras USA 2015,Next Level Soccer Northwest 2015 Boys Red,0.0,0.0,2025-03-01
Deportivo Coras USA 2015,PRFC Scottsdale 16B Predator,6.0,2.0,2025-02-23
Deportivo Coras USA 2015,RSL-AZ Yuma 15 Boys Patino,4.0,3.0,2025-02-22
Deportivo Coras USA 2015,PRFC Scottsdale 15B Copa,3.0,1.0,2025-02-21
Deportivo Coras USA 2015,FCDA 15B Pre - Academy,5.0,7.0,2024-12-08
Deportivo Coras USA 2015,Next Level Soccer Southeast 2015 Boys Blue,6.0,2.0,2024-12-07
15B Vyas,Deportivo Coras USA 2015,0.0,1.0,2024-11-10
CCV STARS 15 Boys Orange SUR,Deportivo Coras USA 2015,4.0,1.0,2024-11-10
2015 Boys Yellow,Deportivo Coras USA 2015,2.0,7.0,2024-11-09
Deportivo Coras USA 2015,West Valley 2015 Boys Rose,2.0,6.0,2024-11-09
Deportivo Coras USA 2015,PRFC Desert Foothills 15B Copa,0.0,10.0,2024-10-26
Deportivo Coras USA 2015,Next Level Soccer Southeast 2015 Boys Blue,5.0,5.0,2024-10-25
15B Overlin,West Valley 2015 Boys Rose,8.0,1.0,2025-09-27
Atletico Tuzos Guerrero 2015,West Valley 2015 Boys Rose,1.0,2.0,2025-09-20
2015 Boys Yellow,West Valley 2015 Boys Rose,1.0,10.0,2025-09-19
AZ Arsenal 15 Boys Teal CE,West Valley 2015 Boys Rose,0.0,3.0,2025-09-14
15B Overlin,West Valley 2015 Boys Rose,4.0,0.0,2025-09-13
15B IGerman,West Valley 2015 Boys Rose,1.0,2.0,2025-09-13
Madison FC 15 Gold Boys,West Valley 2015 Boys Rose,6.0,1.0,2025-09-06
CCV STARS 15 Boys Navy PEO,West Valley 2015 Boys Rose,1.0,4.0,2025-04-27
CCV STARS 15 Boys Navy PEO,West Valley 2015 Boys Rose,4.0,0.0,2025-04-26
Legends FC AZ 15B Gold,West Valley 2015 Boys Rose,3.0,1.0,2025-04-13
AZSC 15B White,West Valley 2015 Boys Rose,3.0,6.0,2025-04-12
PRFC West Valley 15B Samba,West Valley 2015 Boys Rose,0.0,0.0,2025-03-29
CCV STARS 15 Boys LAV,West Valley 2015 Boys Rose,0.0,0.0,2025-03-29
Madison FC 2015 Boys Blue,West Valley 2015 Boys Rose,2.0,0.0,2025-03-22
Playmaker Futbol Academy 15B Black,West Valley 2015 Boys Rose,0.0,4.0,2025-03-22
Desert xolos,West Valley 2015 Boys Rose,1.0,0.0,2025-03-21
Next Level Soccer Southeast 2015 Boys Green,West Valley 2015 Boys Rose,4.0,2.0,2025-03-09
PRFC Scottsdale 15B Samba,West Valley 2015 Boys Rose,4.0,3.0,2025-03-08
RSL-AZ South 15B Corral,West Valley 2015 Boys Rose,4.0,4.0,2025-03-08
15B Blue Arviso #1,West Valley 2015 Boys Rose,0.0,0.0,2025-03-01
2015 Boys Yellow,West Valley 2015 Boys Rose,0.0,0.0,2025-03-01
FCDA 15B Pre - Academy,West Valley 2015 Boys Rose,3.0,2.0,2025-02-22
