Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Team A Normalized,Team B Normalized,Team A Match,Team A Match Type,Team B Match,Team B Match Type
9/21/2024,Legends FC AZ 14B FC,14B Rayados Blue AL,6,2,W,L,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",16745241,513291,legends fc az 14b fc,14b rayados blue al,Legends FC AZ 14B Black,FUZZY,14B Rayados Blue AL,EXACT
9/21/2025,14B Blue #1,Eagles F.C.,1,1,T,T,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 2,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694964,432207,14b blue 1,eagles fc,14B Blue #1,EXACT,Eagles F.C.,EXACT
9/20/2025,CAC 14/15B (Conroy),Eagles F.C.,3,2,W,L,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 2,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694851,432207,cac 1415b conroy,eagles fc,CAC 14/15B (Conroy),EXACT,Eagles F.C.,EXACT
5/25/2025,Phoenix United FC 2014 Premier,Eagles F.C.,1,0,W,L,FSC Kickin in the Pines (Boys - 2025),Flagstaff Soccer United Cup,U11B U11B Green (9v9),F-Northern Arizona University,", Flagstaff, AZ 86011",20649086,432207,phoenix united fc 2014 premier,eagles fc,Phoenix United 2014 Premier,FUZZY,Eagles F.C.,EXACT
5/24/2025,Eagles F.C.,14 ECNL #2,0,5,L,W,FSC Kickin in the Pines (Boys - 2025),Flagstaff Soccer United Cup,U11B U11B Green (9v9),F-Northern Arizona University,", Flagstaff, AZ 86011",20649078,432207,eagles fc,14 ecnl 2,Eagles F.C.,EXACT,,NO_MATCH
5/24/2025,FSC United 14 Boys,Eagles F.C.,0,3,L,W,FSC Kickin in the Pines (Boys - 2025),Flagstaff Soccer United Cup,U11B U11B Green (9v9),F-Northern Arizona University,", Flagstaff, AZ 86011",20649079,432207,fsc united 14 boys,eagles fc,FSC United 14 Boys,EXACT,Eagles F.C.,EXACT
3/22/2025,Eagles F.C.,14 ECNL #1,2,9,L,W,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Denmark,Ochoa,"3450 N Fairview , Tucson, AZ 85705",19825989,432207,eagles fc,14 ecnl 1,Eagles F.C.,EXACT,,NO_MATCH
3/15/2025,Eagles F.C.,14 ECNL #2,0,6,L,W,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Denmark,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",19825979,432207,eagles fc,14 ecnl 2,Eagles F.C.,EXACT,,NO_MATCH
3/15/2025,14B Blue #1,Eagles F.C.,2,3,L,W,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Denmark,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",19825983,432207,14b blue 1,eagles fc,14B Blue #1,EXACT,Eagles F.C.,EXACT
3/8/2025,Eagles F.C.,14B Blue #1,3,2,W,L,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Silver,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",18597742,432207,eagles fc,14b blue 1,Eagles F.C.,EXACT,14B Blue #1,EXACT
1/19/2025,Eagles F.C.,Milan,1,1,T,T,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys Wales,Tucson Kino North Complex (Shootout),"2817 e Ajo , Tucson, AZ 85713",18662799,432207,eagles fc,milan,Eagles F.C.,EXACT,Milan,EXACT
11/16/2024,Milan,Eagles F.C.,1,4,L,W,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Bronze,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",17770708,432207,milan,eagles fc,Milan,EXACT,Eagles F.C.,EXACT
10/20/2024,Eagles F.C.,14B Blue #1,2,0,W,L,CDO Southwest Showdown 2024,CDO Southwest Showdown,U11B Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",17953743,432207,eagles fc,14b blue 1,Eagles F.C.,EXACT,14B Blue #1,EXACT
10/19/2024,Eagles F.C.,CAC 14/15B (Conroy),2,0,W,L,CDO Southwest Showdown 2024,CDO Southwest Showdown,U11B Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",17953735,432207,eagles fc,cac 1415b conroy,Eagles F.C.,EXACT,CAC 14/15B (Conroy),EXACT
10/5/2024,Eagles F.C.,VSC 2014 Boys White,2,4,L,W,2024 FC Sonora Socctoberfest,Socctoberfest,U11B Silver,Rillito,"4502 North 1st Avenue , Tucson, AZ 85718",17815893,432207,eagles fc,vsc 2014 boys white,Eagles F.C.,EXACT,VSC 2014 Boys White,EXACT
9/13/2025,14B Rueda,CCV Stars 14 Boys East Pre-ECNL,3,1,W,L,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Ecuador,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22600389,251060,14b rueda,ccv stars 14 boys east preecnl,14B Rueda,EXACT,CCV Stars 14 Boys East Pre-ECNL,EXACT
9/13/2025,14B Hermanson AL,14B Rueda,4,3,W,L,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Ecuador,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22600384,251060,14b hermanson al,14b rueda,14B Hermanson AL,EXACT,14B Rueda,EXACT
9/6/2025,AZEV B2014 (WHITE),14B Rueda,5,2,W,L,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 6 12U Boys,Quail Run (ASA),"4155 E. Virginia , Mesa, AZ 85215 ",21792569,251060,azev b2014 white,14b rueda,AZEV B2014 (WHITE),EXACT,14B Rueda,EXACT
3/9/2025,14B Rueda,Next Level Soccer Southeast 2015 Boys Blue,0,4,L,W,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys White,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",19721963,251060,14b rueda,next level soccer southeast 2015 boys blue,14B Rueda,EXACT,,NO_MATCH
3/8/2025,14B Rueda,CCV STARS 14 Boys Navy PEO,0,7,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",18569633,251060,14b rueda,ccv stars 14 boys navy peo,14B Rueda,EXACT,14 Boys Navy,FUZZY
3/7/2025,14B Rueda,Amore 2014 Boys,2,2,T,T,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys White,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",19721960,251060,14b rueda,amore 2014 boys,14B Rueda,EXACT,Amore 2014 Boys,EXACT
3/1/2025,2014 Boys Yellow,14B Rueda,2,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,Venturoso Park,"14425 N 32nd St , Phoenix, AZ 85032",18569607,251060,2014 boys yellow,14b rueda,2014 Boys Yellow,EXACT,14B Rueda,EXACT
2/22/2025,U-11 (2014) Boys Pre Academy,14B Rueda,8,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,Jackrabbit Basin,"6101 E Paradise Ln., Scottsdale, AZ 85254",18569614,251060,u11 2014 boys pre academy,14b rueda,,NO_MATCH,14B Rueda,EXACT
2/22/2025,14B Rueda,PRFC North Valley 14B Copa,3,2,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B SILVER (ORIGINALS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18993778,251060,14b rueda,prfc north valley 14b copa,14B Rueda,EXACT,PRFC North Valley 14B Copa,EXACT
2/21/2025,Next Level Soccer Southeast 2014 Boys Green,14B Rueda,2,0,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B SILVER (ORIGINALS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18993774,251060,next level soccer southeast 2014 boys green,14b rueda,Southeast 2014 Boys Green,FUZZY,14B Rueda,EXACT
2/15/2025,Legends FC AZ 14B Black,14B Rueda,3,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,Pinnacle Park- East and West,"21411 N. 32nd St., Phoenix, AZ 85050",18569628,251060,legends fc az 14b black,14b rueda,Legends FC AZ 14B Black,EXACT,14B Rueda,EXACT
2/8/2025,14B Rueda,Scottsdale 14 Sandsharks,0,3,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",18569624,251060,14b rueda,scottsdale 14 sandsharks,14B Rueda,EXACT,Scottsdale 14 Sandsharks Select,FUZZY
2/1/2025,West Valley 2014 Boys Martinez Pre-Elite64,14B Rueda,10,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18569621,251060,west valley 2014 boys martinez preelite64,14b rueda,West Valley 2014 Boys Martinez Pre-Elite64,EXACT,14B Rueda,EXACT
1/25/2025,14B Rueda,PRFC Scottsdale 14B Pre-Academy,1,9,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",18569615,251060,14b rueda,prfc scottsdale 14b preacademy,14B Rueda,EXACT,PRFC Scottsdale 14B Pre-Academy,EXACT
1/4/2025,Legends FC AZ 14B Black,14B Rueda,5,1,W,L,New Year's Futures Cup 2025,New Year's Futures Cup,U12B U11/U12 Boys Claret,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18592509,251060,legends fc az 14b black,14b rueda,Legends FC AZ 14B Black,EXACT,14B Rueda,EXACT
12/15/2024,14B Rueda,Next Level Soccer Northwest 2014 Boys,1,2,L,W,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Spain,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18439236,251060,14b rueda,next level soccer northwest 2014 boys,14B Rueda,EXACT,Northwest 2014 Boys,FUZZY
12/14/2024,14B Rueda,14B Hinds,2,1,W,L,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Spain,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18439230,251060,14b rueda,14b hinds,14B Rueda,EXACT,14B Hinds,EXACT
12/12/2024,14B Rueda,Scottsdale 14 Sandsharks,0,5,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 5 11U Boys,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",17066095,251060,14b rueda,scottsdale 14 sandsharks,14B Rueda,EXACT,Scottsdale 14 Sandsharks Select,FUZZY
10/26/2024,14B Rueda,PRFC West Valley 14B Pre-Academy,2,1,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 5 11U Boys,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",17066086,251060,14b rueda,prfc west valley 14b preacademy,14B Rueda,EXACT,PRFC West Valley 14B Pre-Academy,EXACT
10/19/2024,PRFC North Valley 14B Copa,14B Rueda,2,6,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 5 11U Boys,Opportunity Way Park (PRFC NV),"41906 N 46th Lane , Anthem, AZ 85086",17066106,251060,prfc north valley 14b copa,14b rueda,PRFC North Valley 14B Copa,EXACT,14B Rueda,EXACT
10/12/2024,14B Rueda,PRFC Scottsdale 14B Predator,9,2,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 5 11U Boys,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",17066104,251060,14b rueda,prfc scottsdale 14b predator,14B Rueda,EXACT,PRFC Scottsdale 14B Predator,EXACT
9/21/2024,14 Cityzens,14B Rueda,7,4,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 5 11U Boys,Power Ranch Soccer Field,"444 E Haven Crest Dr., Gilbert, AZ 85297",17066092,251060,14 cityzens,14b rueda,14 Cityzens,EXACT,14B Rueda,EXACT
9/15/2024,14B Rueda,14 Cityzens,4,1,W,L,2024 Cactus Kick Off,Cactus Kick Off,U11B U11 Boys Serbia,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",17674407,251060,14b rueda,14 cityzens,14B Rueda,EXACT,14 Cityzens,EXACT
9/14/2024,West Valley 2014 Boys Martinez Pre-Elite64,14B Rueda,9,2,W,L,2024 Cactus Kick Off,Cactus Kick Off,U11B U11 Boys Serbia,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",17674399,251060,west valley 2014 boys martinez preelite64,14b rueda,West Valley 2014 Boys Martinez Pre-Elite64,EXACT,14B Rueda,EXACT
9/14/2024,14B Rueda,15B NMarkette,2,6,L,W,2024 Cactus Kick Off,Cactus Kick Off,U11B U11 Boys Serbia,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",17674402,251060,14b rueda,15b nmarkette,14B Rueda,EXACT,,NO_MATCH
9/7/2024,14B Rueda,LAFC 14 BOYS,3,2,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 5 11U Boys,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",17066085,251060,14b rueda,lafc 14 boys,14B Rueda,EXACT,,NO_MATCH
9/21/2025,14B NL #2,AZ Arsenal 14 Boys Teal MC,2,3,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 1,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694044,505309,14b nl 2,az arsenal 14 boys teal mc,14B NL #2,EXACT,AZ Arsenal 14 Boys Teal MC,EXACT
9/20/2025,AZ Arsenal 14 Boys Teal MC,Jedi 14B,1,0,W,L,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 1,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694039,505309,az arsenal 14 boys teal mc,jedi 14b,AZ Arsenal 14 Boys Teal MC,EXACT,Jedi 14B,EXACT
9/13/2025,AZ Arsenal 14 Boys Teal MC,Playmaker Futbol Academy North 14B,2,6,L,W,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 11 12U Boys,Arizona Athletic Grounds,"6321 S Ellsworth Road , Mesa, AZ 85212",21763317,505309,az arsenal 14 boys teal mc,playmaker futbol academy north 14b,AZ Arsenal 14 Boys Teal MC,EXACT,,NO_MATCH
9/6/2025,AZ Arsenal 14 Boys Teal MC,State 48 FC Avondale 14 White,1,3,L,W,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 11 12U Boys,Arizona Athletic Grounds,"1 Legacy Drive, Mesa, AZ 85212",21763311,505309,az arsenal 14 boys teal mc,state 48 fc avondale 14 white,AZ Arsenal 14 Boys Teal MC,EXACT,State 48 FC Avondale 14 White,EXACT
4/13/2025,Hustle Hard 2014- Boys,AZ Arsenal 14 Boys Teal MC,1,2,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Bronze East 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20241850,505309,hustle hard 2014 boys,az arsenal 14 boys teal mc,Hustle Hard 2014- Boys,EXACT,AZ Arsenal 14 Boys Teal MC,EXACT
4/12/2025,2014 Rush Boys,AZ Arsenal 14 Boys Teal MC,4,3,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Bronze East 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20241853,505309,2014 rush boys,az arsenal 14 boys teal mc,2014 Rush Boys,EXACT,AZ Arsenal 14 Boys Teal MC,EXACT
4/12/2025,AZ Arsenal 14 Boys Teal MC,Playmaker Futbol Academy 14B White,3,5,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Bronze East 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20241856,505309,az arsenal 14 boys teal mc,playmaker futbol academy 14b white,AZ Arsenal 14 Boys Teal MC,EXACT,,NO_MATCH
4/10/2025,AZ Arsenal 14 Boys Teal MC,AZ Arsenal 14 Boys AYDP,0,3,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Bronze East 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20241848,505309,az arsenal 14 boys teal mc,az arsenal 14 boys aydp,AZ Arsenal 14 Boys Teal MC,EXACT,,NO_MATCH
3/8/2025,CCV STARS 14 Boys Navy LAV,AZ Arsenal 14 Boys Teal MC,0,6,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,CCV Stars Laveen,"4343 W Baseline Rd , Laveen, AZ 85339",18570458,505309,ccv stars 14 boys navy lav,az arsenal 14 boys teal mc,14 Boys Navy,FUZZY,AZ Arsenal 14 Boys Teal MC,EXACT
3/8/2025,AZ Arsenal 14 Boys Teal MC,ASA 014B Magic,6,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18570482,505309,az arsenal 14 boys teal mc,asa 014b magic,AZ Arsenal 14 Boys Teal MC,EXACT,ASA 014B Magic,EXACT
2/19/2025,AZ Arsenal 14 Boys AYDP,AZ Arsenal 14 Boys Teal MC,1,4,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18570472,505309,az arsenal 14 boys aydp,az arsenal 14 boys teal mc,,NO_MATCH,AZ Arsenal 14 Boys Teal MC,EXACT
2/1/2025,AZ Arsenal 14 Boys Teal MC,Select 14/15B Red,2,3,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18570473,505309,az arsenal 14 boys teal mc,select 1415b red,AZ Arsenal 14 Boys Teal MC,EXACT,Select 14B Red,FUZZY
1/31/2025,AZ Arsenal 14 Boys Teal MC,14B Bratcher,3,2,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18570463,505309,az arsenal 14 boys teal mc,14b bratcher,AZ Arsenal 14 Boys Teal MC,EXACT,,NO_MATCH
1/12/2025,FSC United 14 Boys,AZ Arsenal 14 Boys Teal MC,0,2,L,W,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 Red - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604696,505309,fsc united 14 boys,az arsenal 14 boys teal mc,FSC United 14 Boys,EXACT,AZ Arsenal 14 Boys Teal MC,EXACT
1/4/2025,AZ Arsenal 14 Boys Teal MC,Next Level Soccer Southeast 2014 Boys Green,1,9,L,W,Inside Classic 2025,Inside Classic,U11B U11 Boys White,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",18560536,505309,az arsenal 14 boys teal mc,next level soccer southeast 2014 boys green,AZ Arsenal 14 Boys Teal MC,EXACT,Southeast 2014 Boys Green,FUZZY
1/4/2025,AZ Arsenal 14 Boys Teal 2 AP,AZ Arsenal 14 Boys Teal MC,3,3,T,T,Inside Classic 2025,Inside Classic,U11B U11 Boys White,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",18560533,505309,az arsenal 14 boys teal 2 ap,az arsenal 14 boys teal mc,,NO_MATCH,AZ Arsenal 14 Boys Teal MC,EXACT
1/3/2025,AZ Arsenal 14 Boys Teal MC,AZ Arsenal 14 Boys AYDP,3,6,L,W,Inside Classic 2025,Inside Classic,U11B U11 Boys White,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",18560529,505309,az arsenal 14 boys teal mc,az arsenal 14 boys aydp,AZ Arsenal 14 Boys Teal MC,EXACT,,NO_MATCH
12/8/2024,Kingman SC B14 McGill,AZ Arsenal 14 Boys Teal MC,2,1,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Frosty's Broom,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382626,505309,kingman sc b14 mcgill,az arsenal 14 boys teal mc,Kingman SC B14 McGill,EXACT,AZ Arsenal 14 Boys Teal MC,EXACT
12/7/2024,AZSC 14B Azanger,AZ Arsenal 14 Boys Teal MC,4,2,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Frosty's Broom,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382623,505309,azsc 14b azanger,az arsenal 14 boys teal mc,,NO_MATCH,AZ Arsenal 14 Boys Teal MC,EXACT
11/2/2024,AZ Arsenal 14 Boys Teal MC,2014 Rush Boys,1,3,L,W,2024 Rush Cup ,2025 Rush Cup ,U11B U11B BRONZE,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18071221,505309,az arsenal 14 boys teal mc,2014 rush boys,AZ Arsenal 14 Boys Teal MC,EXACT,2014 Rush Boys,EXACT
10/13/2024,AZ Arsenal 14 Boys Teal MC,PRFC West Valley 14B Pre-Academy,0,7,L,W,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze West,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858976,505309,az arsenal 14 boys teal mc,prfc west valley 14b preacademy,AZ Arsenal 14 Boys Teal MC,EXACT,PRFC West Valley 14B Pre-Academy,EXACT
9/1/2024,AZ Arsenal 14 Boys Teal MC,Amore 2014 Boys,1,5,L,W,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Bronze - Reyna,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17372819,505309,az arsenal 14 boys teal mc,amore 2014 boys,AZ Arsenal 14 Boys Teal MC,EXACT,Amore 2014 Boys,EXACT
9/21/2025,CDO 14B Elite,14B Hermanson AL,1,0,W,L,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Silver ,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22693366,250767,cdo 14b elite,14b hermanson al,CDO 14B Elite,EXACT,14B Hermanson AL,EXACT
4/5/2025,CDO 14B Elite,FC Sonora 14' B Dynamo,2,2,T,T,CDO Challenge Cup 2025,CDO Challenge Cup,U11B U11 Boys Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",20040611,250767,cdo 14b elite,fc sonora 14 b dynamo,CDO 14B Elite,EXACT,FC Sonora 14' B Dynamo,EXACT
4/3/2025,14B Blue #1,CDO 14B Elite,1,4,L,W,CDO Challenge Cup 2025,CDO Challenge Cup,U11B U11 Boys Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",20040606,250767,14b blue 1,cdo 14b elite,14B Blue #1,EXACT,CDO 14B Elite,EXACT
2/15/2025,CDO 14B Elite,CAC 14/15B (Conroy),5,2,W,L,2025 RSL Jacobs Classic,Jacobs Classic,U11B Copper,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940790,250767,cdo 14b elite,cac 1415b conroy,CDO 14B Elite,EXACT,CAC 14/15B (Conroy),EXACT
1/19/2025,CDO 14B Elite,CAC 14/15B (Conroy),3,2,W,L,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys Argentina,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18662490,250767,cdo 14b elite,cac 1415b conroy,CDO 14B Elite,EXACT,CAC 14/15B (Conroy),EXACT
11/16/2024,CDO 14B Elite,CAC 14/15B (Conroy),9,0,W,L,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Copper,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",17770728,250767,cdo 14b elite,cac 1415b conroy,CDO 14B Elite,EXACT,CAC 14/15B (Conroy),EXACT
10/26/2024,VSC 2014 Boys White,CDO 14B Elite,2,4,L,W,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Copper,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",17770721,250767,vsc 2014 boys white,cdo 14b elite,VSC 2014 Boys White,EXACT,CDO 14B Elite,EXACT
10/12/2024,CAC 14/15B (Conroy),CDO 14B Elite,3,5,L,W,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Copper,Freedom Park,"5000 E 29th St , Tucson, AZ 85711",17770716,250767,cac 1415b conroy,cdo 14b elite,CAC 14/15B (Conroy),EXACT,CDO 14B Elite,EXACT
10/6/2024,CDO 14B Elite,CAC 14/15B (Conroy),2,0,W,L,2024 FC Sonora Socctoberfest,Socctoberfest,U11B Bronze,Rillito,"4502 North 1st Avenue , Tucson, AZ 85718",17815993,250767,cdo 14b elite,cac 1415b conroy,CDO 14B Elite,EXACT,CAC 14/15B (Conroy),EXACT
10/5/2024,CDO 14B Elite,Milan,1,1,T,T,2024 FC Sonora Socctoberfest,Socctoberfest,U11B Bronze,Rillito,"4502 North 1st Avenue , Tucson, AZ 85718",17815987,250767,cdo 14b elite,milan,CDO 14B Elite,EXACT,Milan,EXACT
9/21/2024,AZ Arsenal 14 Boys Teal 2 SC,CDO 14B Elite,2,0,W,L,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U11B U11 Bronze 1,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",17704617,250767,az arsenal 14 boys teal 2 sc,cdo 14b elite,AZ Arsenal 14 Boys Teal SC,FUZZY,CDO 14B Elite,EXACT
10/4/2025,Select 14B Red,Tuzos 2014 Nava,8,0,W,L,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 4 12U Boys,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",21792535,498283,select 14b red,tuzos 2014 nava,Select 14B Red,EXACT,Tuzos 2014 Nava,EXACT
