Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Original Team Rank,Team A State,Team B State,Team A Gender,Team B Gender,Team A State Corrected,Team B State Corrected,Team A State Better,Team B State Better,Team A Is Arizona,Team B Is Arizona
2025-01-24,East Valley NSFC 14 Boys Aguirre,AZ Arsenal 15 Boys Teal 1 JZ,5,3,W,L,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Silver 1 CROSSOVER,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702681,78764,230,Unknown,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2025-01-18,East Valley NSFC 14 Boys Aguirre,14B Jimmy,1,3,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 2 11U Boys,EV- EVNSFC Soccer Complex,"3761 S. Power Road, Mesa, AZ 85212",18566339,78764,230,Unknown,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
2025-01-11,Legends FC AZ 14B Gold,East Valley NSFC 14 Boys Aguirre,0,3,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 2 11U Boys,Pinnacle Park- East and West,"21411 N. 32nd St., Phoenix, AZ 85050",18566335,78764,230,AZ,Unknown,F,M,Non-AZ,AZ,AZ,AZ,False,True
2024-12-14,East Valley NSFC 14 Boys Aguirre,AZEV B2014 (NAVY),0,0,T,T,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Senegal,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18438109,78764,230,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-12-14,PRFC North Valley 14B Predator,East Valley NSFC 14 Boys Aguirre,1,3,L,W,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Senegal,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18438113,78764,230,Unknown,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-12-07,Tuzos Royals 14 Pre-Academy,East Valley NSFC 14 Boys Aguirre,4,3,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Rockin Wreaths,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18393150,78764,230,CA,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-12-07,East Valley NSFC 14 Boys Aguirre,U-11 (2014) Boys Pre Academy,4,2,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Rockin Wreaths,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18393147,78764,230,Unknown,CA,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2024-12-06,East Valley NSFC 14 Boys Aguirre,Phoenix United FC 2014 Premier,5,2,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Rockin Wreaths,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18393151,78764,230,Unknown,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2024-11-16,East Valley NSFC 14 Boys Aguirre,NOS Santos 14 Boys Blue,1,2,L,W,East Valley Patriots Cup 2024,East Valley NSFC Patriots Cup,U11B Group A (U11 Boys),Arizona Athletic Grounds (EV Tournament Series),"6321 S. Ellsworth Road , Mesa, AZ 85215",18188366,78764,230,Unknown,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-11-16,Phoenix Premier FC 14B Black,East Valley NSFC 14 Boys Aguirre,2,2,T,T,East Valley Patriots Cup 2024,East Valley NSFC Patriots Cup,U11B Group A (U11 Boys),Arizona Athletic Grounds (EV Tournament Series),"6321 S. Ellsworth Road , Mesa, AZ 85215",18188369,78764,230,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-11-14,East Valley NSFC 14 Boys Aguirre,Brazas 2014 Boys Black Marcos,0,5,L,W,East Valley Patriots Cup 2024,East Valley NSFC Patriots Cup,U11B Group A (U11 Boys),Arizona Athletic Grounds (EV Tournament Series),"6321 S. Ellsworth Road , Mesa, AZ 85215",18188370,78764,230,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-11-02,Madison FC 14 Gold Boys Storm,East Valley NSFC 14 Boys Aguirre,2,3,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Madison Heights Elementary (Madison FC) 9v9,"7150 N. 22nd Street , PHOENIX, AZ, AZ 85020",17064557,78764,230,NY,Unknown,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2024-10-19,East Valley NSFC 14 Boys Aguirre,U-11 (2014) Boys Pre Academy,5,3,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,EV- EVNSFC Soccer Complex,"3761 S. Power Road, Mesa, AZ 85212",17064562,78764,230,Unknown,CA,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2024-10-12,14,East Valley NSFC 14 Boys Aguirre,6,1,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Silver,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858842,78764,230,Unknown,Unknown,M,M,Non-AZ,AZ,Unclear,AZ,False,True
2024-10-05,East Valley NSFC 14 Boys Aguirre,PRFC Scottsdale 14B Pre-Academy,3,3,T,T,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,EV- EVNSFC Soccer Complex,"3761 S. Power Road, Mesa, AZ 85212",17064553,78764,230,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-28,PRFC Southeast Valley 14B Predator-Central,East Valley NSFC 14 Boys Aguirre,0,3,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Eagles Park Soccer Complex (PRFC SEV),"828 E Broadway Rd, mesa, AZ 85204",17064550,78764,230,UT,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-21,East Valley NSFC 14 Boys Aguirre,CCV STARS 14 Boys Navy PEO,4,1,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,EV- EVNSFC Soccer Complex,"3761 S. Power Road, Mesa, AZ 85212",17064544,78764,230,Unknown,Unknown,M,M,AZ,Non-AZ,AZ,AZ,True,False
2024-09-14,East Valley NSFC 14 Boys Aguirre,14B Jimmy,0,3,L,W,2024 Cactus Kick Off,Cactus Kick Off,U11B U11 Boys Serbia,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",17674400,78764,230,Unknown,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
2024-09-13,East Valley NSFC 14 Boys Aguirre,AZ Inferno 14 Boys Black,10,0,W,L,2024 Cactus Kick Off,Cactus Kick Off,U11B U11 Boys Serbia,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",17674405,78764,230,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-07,2014 Boys Yellow,East Valley NSFC 14 Boys Aguirre,2,2,T,T,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Venturoso Park,"14425 N 32nd St , Phoenix, AZ 85032",17064536,78764,230,Unknown,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-08-31,East Valley NSFC 14 Boys Aguirre,PRFC Scottsdale 14B Predator,4,1,W,L,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Silver - Weah,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17372465,78764,230,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-08-31,East Valley NSFC 14 Boys Aguirre,PRFC North Valley 14B Predator,2,1,W,L,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Silver - Weah,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17372460,78764,230,Unknown,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-08-30,Next Level Soccer Northwest 2014 Boys,East Valley NSFC 14 Boys Aguirre,2,3,L,W,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Silver - Weah,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17372457,78764,230,Unknown,Unknown,M,M,Non-AZ,AZ,Unclear,AZ,False,True
2025-04-13,AZ Arsenal 14 Boys Teal 2 SC,Legends FC AZ 14B Black,1,5,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Silver 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20360418,166816,233,AZ,AZ,M,F,Non-AZ,AZ,AZ,AZ,False,True
2025-04-12,Legends FC AZ 14B Black,PRFC Southeast Valley 14B Predator,9,1,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Silver 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20360422,166816,233,AZ,UT,F,M,AZ,AZ,AZ,AZ,True,True
2025-04-11,Legends FC AZ 14B Black,AZ Arsenal 14 Boys Teal 1,1,5,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Silver 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20360416,166816,233,AZ,AZ,F,M,AZ,Non-AZ,AZ,AZ,True,False
2025-03-29,PRFC Scottsdale 14B Pre-Academy,Legends FC AZ 14B Black,8,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,Brophy Sports Campus,"4800 N. 7th Street, Phoenix, AZ 85012",18569632,166816,233,AZ,AZ,M,F,AZ,AZ,AZ,AZ,True,True
2025-03-22,Legends FC AZ 14B Black,Phoenix United FC 2014 Premier,2,3,L,W,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Platinum,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",20071306,166816,233,AZ,AZ,F,M,AZ,Non-AZ,AZ,AZ,True,False
2025-03-01,Scottsdale 14 Sandsharks,Legends FC AZ 14B Black,1,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,NE- McDowell Mountain Ranch Park (Sandsharks),"14933 N 102nd Way , Scottsdale , AZ 85255",18569611,166816,233,AZ,AZ,M,F,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-02-23,Legends FC AZ 14B Black,PRFC Scottsdale 14B Predator,10,1,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B SILVER (CLASSICS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18996486,166816,233,AZ,AZ,F,M,AZ,AZ,AZ,AZ,True,True
2025-02-23,Legends FC AZ 14B Black,PRFC Southeast Valley 14B Pre-Academy,6,3,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B SILVER (CLASSICS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18996492,166816,233,AZ,CA,F,M,AZ,AZ,AZ,AZ,True,True
2025-02-22,Legends FC AZ 14B Black,PRFC West Valley 15B Predator,6,3,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B SILVER (CLASSICS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18996474,166816,233,AZ,Unknown,F,M,AZ,Non-AZ,AZ,AZ,True,False
2025-02-21,AZ Arsenal 14 Boys Teal 2 AP,Legends FC AZ 14B Black,1,9,L,W,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B SILVER (CLASSICS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18996482,166816,233,AZ,AZ,M,F,Non-AZ,AZ,AZ,AZ,False,True
2025-02-08,2014 Boys Yellow,Legends FC AZ 14B Black,2,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,Venturoso Park,"14425 N 32nd St , Phoenix, AZ 85032",18569625,166816,233,Unknown,AZ,M,F,AZ,AZ,AZ,AZ,True,True
2025-02-01,Legends FC AZ 14B Black,CCV STARS 14 Boys Navy PEO,1,2,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,Pinnacle Park- East and West,"21411 N. 32nd St., Phoenix, AZ 85050",18569619,166816,233,AZ,Unknown,F,M,AZ,Non-AZ,AZ,AZ,True,False
2025-01-25,Legends FC AZ 14B Black,U-11 (2014) Boys Pre Academy,3,2,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,Brophy Sports Campus,"4800 N. 7th Street, Phoenix, AZ 85012",18569618,166816,233,AZ,CA,F,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-01-12,PRFC West Valley 15B Predator,Legends FC AZ 14B Black,4,3,W,L,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 White - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604679,166816,233,Unknown,AZ,M,F,Non-AZ,AZ,AZ,AZ,False,True
2025-01-11,Legends FC AZ 14B Black,14 Boys Navy,4,0,W,L,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 White - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604678,166816,233,AZ,Unknown,F,M,AZ,AZ,AZ,AZ,True,True
2025-01-10,15B NMarkette,Legends FC AZ 14B Black,3,3,T,T,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 White - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604674,166816,233,NM,AZ,M,F,Non-AZ,AZ,Non-AZ,AZ,False,True
2024-12-06,Next Level Soccer Southeast 2014 Boys Red,Legends FC AZ 14B Black,6,0,W,L,The Open (2024) SuperCopa & SuperCopa+ Qualifier,The Open,U11B Open Boys U11,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",18423409,166816,233,UT,AZ,M,F,Non-AZ,AZ,Non-AZ,AZ,False,True
2024-12-01,14 Cityzens,Legends FC AZ 14B Black,4,3,W,L,2024 Desert Super Cup,Tournaments Powered by Rated Sports ,U11B SUPER PLATINUM - U11B,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",18327454,166816,233,Unknown,AZ,M,F,AZ,AZ,AZ,AZ,True,True
2024-11-09,Legends FC AZ 14B Black,AZEV B2014 (NAVY),0,8,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 3 11U Boys,Brophy Sports Campus,"4800 N 7th St, Phoenix, AZ 85012",17047237,166816,233,AZ,AZ,F,M,AZ,AZ,AZ,AZ,True,True
2024-10-19,Legends FC AZ 14B Black,Tuzos Halcones 2014,2,6,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 3 11U Boys,Jackrabbit Basin,"6101 E Paradise Ln., Scottsdale, AZ 85254",17047244,166816,233,AZ,CO,F,M,AZ,AZ,AZ,AZ,True,True
2024-10-13,Legends FC AZ 14B Black,14B Bratcher,5,3,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858886,166816,233,AZ,Unknown,F,M,AZ,Non-AZ,AZ,Unclear,True,False
2024-10-12,CCV STARS 14 Boys White PEO,Legends FC AZ 14B Black,2,6,L,W,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858880,166816,233,Unknown,AZ,M,F,Non-AZ,AZ,AZ,AZ,False,True
2024-10-05,Phoenix Premier FC 14B Black,Legends FC AZ 14B Black,6,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 3 11U Boys,Pecos Park (PHX Premier SE/SW),"17010 S 48th St , Phoenix, AZ 85048",17047239,166816,233,AZ,AZ,M,F,AZ,AZ,AZ,AZ,True,True
2024-09-14,Legends FC AZ 14B Black,14,2,8,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 3 11U Boys,NE - Roadrunner Park (Legends FC AZ),"3502 E Cactus Road , Phoenix, AZ 85032",17047230,166816,233,AZ,Unknown,F,M,AZ,Non-AZ,AZ,Unclear,True,False
2025-10-04,CCV Stars 14 Boys North Orange,Scottsdale 14 Sandsharks Select,0,3,L,W,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 2 12U Boys,Stars SC - Peoria  NW - Open League ,"7007 W Happy Valley , Peoria, AZ 85383",21792627,152739,237,CA,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-19,PRFC Scottsdale 14B Predator,Scottsdale 14 Sandsharks Select,1,1,T,T,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 2 12U Boys,MMR - McDowell Mountain Ranch,"14933 N 102nd Way , Scottsdale, AZ 85255",21792618,152739,237,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-06,14B Engilman,Scottsdale 14 Sandsharks Select,0,2,L,W,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 2 12U Boys,Pinnacle Park- East and West,"21411 N. 32nd St., Phoenix, AZ 85050",21792634,152739,237,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-08-31,Scottsdale 14 Sandsharks Select,PRFC Southeast Valley 14B Predator-Central,5,2,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Silver - Dest,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22381019,152739,237,AZ,UT,M,M,AZ,AZ,AZ,AZ,True,True
2025-08-30,Tuzos Royals 14 Pre-Academy,Scottsdale 14 Sandsharks Select,1,0,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Silver - Dest,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22381016,152739,237,CA,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-08-29,Scottsdale 14 Sandsharks Select,Playmaker Futbol Academy 14B Black,5,0,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Silver - Dest,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22381024,152739,237,AZ,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-04-19,14 Cityzens,Scottsdale 14 Sandsharks Select,0,6,L,W,East Valley Spring Invitational 2025,East Valley Spring Invitational,U11B Group B (U11 Boys),EV/NSFC Soccer Complex (EV Tournament Series),"3761 S Power Road , Mesa, AZ 85212",20256862,152739,237,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-04-17,Next Level Soccer Southeast 2014 Boys Green,Scottsdale 14 Sandsharks Select,0,3,L,W,East Valley Spring Invitational 2025,East Valley Spring Invitational,U11B Group B (U11 Boys),EV/NSFC Soccer Complex (EV Tournament Series),"3761 S Power Road , Mesa, AZ 85212",20256860,152739,237,UT,AZ,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-04-15,Scottsdale 14 Sandsharks Select,AZSC 14B Azanger,3,1,W,L,East Valley Spring Invitational 2025,East Valley Spring Invitational,U11B Group B (U11 Boys),EV/NSFC Soccer Complex (EV Tournament Series),"3761 S Power Road , Mesa, AZ 85212",20256859,152739,237,AZ,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2025-04-10,West Valley 2014 Boys Martinez Pre-Elite64,Scottsdale 14 Sandsharks Select,3,2,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,NE- McDowell Mountain Ranch Park (Sandsharks),"14933 N 102nd Way , Scottsdale , AZ 85255",18569631,152739,237,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-30,Scottsdale 14 Sandsharks Select,14 Cityzens,0,0,T,T,2025 Arizona Academy Cup | Powered By Rated Sports,Tournaments Powered by Rated Sports ,U11B SILVER - U11,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",20183328,152739,237,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-30,Scottsdale 14 Sandsharks Select,14 Cityzens,2,0,W,L,2025 Arizona Academy Cup | Powered By Rated Sports,Tournaments Powered by Rated Sports ,U11B SILVER - U11,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",20183326,152739,237,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-29,Scottsdale 14 Sandsharks Select,Real Arizona 2014,4,0,W,L,2025 Arizona Academy Cup | Powered By Rated Sports,Tournaments Powered by Rated Sports ,U11B SILVER - U11,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",20183322,152739,237,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-29,Playmaker Futbol Academy 14B White,Scottsdale 14 Sandsharks Select,0,0,T,T,2025 Arizona Academy Cup | Powered By Rated Sports,Tournaments Powered by Rated Sports ,U11B SILVER - U11,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",20183324,152739,237,CA,AZ,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-03-01,Scottsdale 14 Sandsharks Select,Legends FC AZ 14B Black,1,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,NE- McDowell Mountain Ranch Park (Sandsharks),"14933 N 102nd Way , Scottsdale , AZ 85255",18569611,152739,237,AZ,AZ,M,F,AZ,AZ,AZ,AZ,True,True
2025-02-15,Scottsdale 14 Sandsharks Select,PRFC Scottsdale 14B Pre-Academy,0,4,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,NE- McDowell Mountain Ranch Park (Sandsharks),"14933 N 102nd Way , Scottsdale , AZ 85255",18569629,152739,237,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-01,Scottsdale 14 Sandsharks Select,2014 Boys Yellow,1,1,T,T,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,NE- McDowell Mountain Ranch Park (Sandsharks),"14933 N 102nd Way , Scottsdale , AZ 85255",18569620,152739,237,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-25,CCV STARS 14 Boys Navy PEO,Scottsdale 14 Sandsharks Select,0,1,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,Stars SC - Peoria  NW - Open League ,"7007 W Happy Valley , Peoria, AZ 85383",18569617,152739,237,Unknown,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2025-01-18,Playmaker Futbol Academy 14B White,Scottsdale 14 Sandsharks Select,0,6,L,W,North Scottsdale Sandsharks Invitational 2025,Sandsharks,U11B U11 Boys Costa Rica,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",18653781,152739,237,CA,AZ,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-01-17,Scottsdale 14 Sandsharks Select,Real Arizona 2014,1,1,T,T,North Scottsdale Sandsharks Invitational 2025,Sandsharks,U11B U11 Boys Costa Rica,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",18653780,152739,237,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-11,Scottsdale 14 Sandsharks Select,U-11 (2014) Boys Pre Academy,1,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 4 11U Boys,NE- McDowell Mountain Ranch Park (Sandsharks),"14933 N 102nd Way , Scottsdale , AZ 85255",18569610,152739,237,AZ,CA,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2024-12-14,Madison FC 14 Blue Boys,Scottsdale 14 Sandsharks Select,0,2,L,W,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Serbia,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18439198,152739,237,NY,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-12-14,Scottsdale 14 Sandsharks Select,AZ Arsenal 14 Boys Teal 2 SC,1,0,W,L,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Serbia,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18439197,152739,237,AZ,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2024-11-21,Scottsdale 14 Sandsharks Select,PRFC West Valley 14B Pre-Academy,2,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 5 11U Boys,NE- McDowell Mountain Ranch Park (Sandsharks),"14933 N 102nd Way , Scottsdale , AZ 85255",17066100,152739,237,AZ,CA,M,M,AZ,AZ,AZ,AZ,True,True
2024-10-19,Scottsdale 14 Sandsharks Select,LAFC 14 BOYS,12,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 5 11U Boys,NE- McDowell Mountain Ranch Park (Sandsharks),"14933 N 102nd Way , Scottsdale , AZ 85255",17066109,152739,237,AZ,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
2024-10-12,14 Cityzens,Scottsdale 14 Sandsharks Select,0,11,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 5 11U Boys,Power Ranch Soccer Field,"444 E Haven Crest Dr., Gilbert, AZ 85297",17066102,152739,237,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-21,Scottsdale 14 Sandsharks Select,PRFC North Valley 14B Copa,16,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 5 11U Boys,NE- McDowell Mountain Ranch Park (Sandsharks),"14933 N 102nd Way , Scottsdale , AZ 85255",17066091,152739,237,AZ,CO,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-14,PRFC Scottsdale 14B Predator,Scottsdale 14 Sandsharks Select,1,3,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 5 11U Boys,Scottsdale Chaparral Park ,"5401 N. Hayden Road  , Scottsdale, AZ 85250",17066088,152739,237,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
