Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Original Team Rank
2023-10-14,CCV STARS 14 Boys Orange LAV,AZ Inferno 14 Boys Black,3,0,W,L,2023 Ahwatukee Classic Soccer Tournament,Ahwatukee Classic ,U10B BU10 SUPER PRO,Scottsdale Sports Complex (FC Arizona),"8081 E Princess Drive , Scottsdale, AZ 85255",13255152,130761,944
2023-10-14,FC ARIZONA 14 FISCHER,AZ Inferno 14 Boys Black,3,1,W,L,2023 Ahwatukee Classic Soccer Tournament,Ahwatukee Classic ,U10B BU10 SUPER PRO,Scottsdale Sports Complex (FC Arizona),"8081 E Princess Drive , Scottsdale, AZ 85255",13255149,130761,944
2023-03-18,Real Arizona 2014,AZ Inferno 14 Boys Black,7,3,W,L,2023 Open League Season 2,Leagues,U9B Academy 9U Boys West Region,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",9564334,130761,944
2023-03-12,AZ Inferno 14 Boys Black,Phoenix 15B (Remblance),1,3,L,W,INFERNO CUP 2023,INFERNO CUP,U9B U9 Boys Bracket White,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",10256904,130761,944
2023-03-11,AZ Inferno 14 Boys Black,Real Arizona 2014 Sanchez,1,6,L,W,INFERNO CUP 2023,INFERNO CUP,U9B U9 Boys Bracket White,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",10256098,130761,944
2023-03-11,CCV STARS 15 Boys Red PEO,AZ Inferno 14 Boys Black,4,6,L,W,INFERNO CUP 2023,INFERNO CUP,U9B U9 Boys Bracket White,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",10256096,130761,944
2023-03-04,AZ Inferno 14 Boys Black,Thunderbird FC U9 Boys,3,15,L,W,2023 Open League Season 2,Leagues,U9B WHATABURGER Jamboree 9U Boys 3/4 ,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",9610378,130761,944
2023-03-04,AZ Inferno 14 Boys Black,FC ARIZONA 14 GALLEGOS,1,15,L,W,2023 Open League Season 2,Leagues,U9B WHATABURGER Jamboree 9U Boys 3/4 ,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",9610381,130761,944
2022-12-04,Thunderbird FC U9 Boys,AZ Inferno 14 Boys Black,1,1,T,T,Christmas Angel,Salvation Army Christmas Angel,U9B U9 Boys Rudolph's Reindeer,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",9302141,130761,944
2022-12-03,Fierce Futbol 2014,AZ Inferno 14 Boys Black,4,3,W,L,Christmas Angel,Salvation Army Christmas Angel,U9B U9 Boys Rudolph's Reindeer,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",9302139,130761,944
2022-12-03,AZ Inferno 14 Boys Black,Next Level Soccer 2015 Boys Black,3,11,L,W,Christmas Angel,Salvation Army Christmas Angel,U9B U9 Boys Rudolph's Reindeer,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",9302138,130761,944
2022-10-29,Real Arizona 2014,AZ Inferno 14 Boys Black,2,1,W,L,2022-2023 ASA Advanced and Open Leagues,Leagues,U9B Academy 9U Boys,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",8317487,130761,944
2022-10-29,AZ Inferno 14 Boys Black,Brazas 2014 Boys Black M. Martins,0,15,L,W,2022-2023 ASA Advanced and Open Leagues,Leagues,U9B Academy 9U Boys,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",8504184,130761,944
2022-10-09,AZ Inferno 14 Boys Black,CCV STARS 14 Boys Navy LAV,0,7,L,W,2022 Scottsdale Cup,Tournaments Powered by Rated Sports ,U9B Super Pro U9B,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",8892392,130761,944
2022-10-08,CCV STARS 14 Boys SUR,AZ Inferno 14 Boys Black,13,2,W,L,2022 Scottsdale Cup,Tournaments Powered by Rated Sports ,U9B Super Pro U9B,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",8892384,130761,944
2022-10-08,AZ Inferno 14 Boys Black,Playmakers Futbol Academy (PFA) 2014 BOYS,0,21,L,W,2022 Scottsdale Cup,Tournaments Powered by Rated Sports ,U9B Super Pro U9B,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",8892387,130761,944
2022-09-24,AZ Inferno 14 Boys Black,Synergy FC 14/15B,6,1,W,L,2022-2023 ASA Advanced and Open Leagues,Leagues,U9B Academy 9U Boys,EV- EVNSFC Soccer Complex,"3761 S. Power Road, Mesa, AZ 85212",8317452,130761,944
2025-09-28,Playmaker Futbol Academy 14B Gold,Southeast 2014 Boys Green,0,3,L,W,The Derby 2025,The Derby 2025,U12B Boys U12 Bronze,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",22796293,391344,979
2025-09-27,Playmaker Futbol Academy 14B Gold,FSC United 14 Boys,5,3,W,L,The Derby 2025,The Derby 2025,U12B Boys U12 Bronze,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",22796295,391344,979
2025-09-26,Phoenix Premier FC 14B SW Black,Playmaker Futbol Academy 14B Gold,0,0,T,T,The Derby 2025,The Derby 2025,U12B Boys U12 Bronze,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",22796291,391344,979
2025-09-14,Playmaker Futbol Academy 14B Gold,PRFC Southeast Valley 14B Predator,4,0,W,L,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Canada,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22641565,391344,979
2025-09-13,Playmaker Futbol Academy 14B Gold,AZSC 2014/2015B Navy,4,1,W,L,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Canada,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22641558,391344,979
2025-09-13,Madison FC 14 White Boys,Playmaker Futbol Academy 14B Gold,0,5,L,W,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Canada,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22641553,391344,979
2025-09-12,CCV Stars 14 Boys South Orange,Playmaker Futbol Academy 14B Gold,2,2,T,T,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Canada,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22641562,391344,979
2025-08-31,Playmaker Futbol Academy 14B Gold,Phoenix United 2014 Premier,1,9,L,W,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Bronze - Balogun,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22381063,391344,979
2025-08-30,PRFC North Valley 14B Predator,Playmaker Futbol Academy 14B Gold,4,1,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Bronze - Balogun,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22381070,391344,979
2025-08-29,FC Arizona 14B Black GFC Suenaga U12,Playmaker Futbol Academy 14B Gold,11,3,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Bronze - Balogun,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22381067,391344,979
2025-04-13,AZ Arsenal 14 Boys AYDP,Playmaker Futbol Academy 14B Gold,4,3,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Bronze East 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20241851,391344,979
2025-04-12,Playmaker Futbol Academy 14B Gold,Hustle Hard 2014- Boys,4,1,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Bronze East 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20241854,391344,979
2025-04-12,AZ Arsenal 14 Boys Teal 2 PJ,Playmaker Futbol Academy 14B Gold,3,5,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Bronze East 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20241856,391344,979
2025-04-11,Playmaker Futbol Academy 14B Gold,2014 Rush Boys,3,5,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Bronze East 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20241849,391344,979
2025-03-30,Playmaker Futbol Academy 14B Gold,Real Arizona 2014,1,5,L,W,2025 Arizona Academy Cup | Powered By Rated Sports,Tournaments Powered by Rated Sports ,U11B SILVER - U11,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",20183327,391344,979
2025-03-29,Playmaker Futbol Academy 14B Gold,Scottsdale 14 Sandsharks,0,0,T,T,2025 Arizona Academy Cup | Powered By Rated Sports,Tournaments Powered by Rated Sports ,U11B SILVER - U11,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",20183324,391344,979
2025-03-29,14 Cityzens,Playmaker Futbol Academy 14B Gold,4,0,W,L,2025 Arizona Academy Cup | Powered By Rated Sports,Tournaments Powered by Rated Sports ,U11B SILVER - U11,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",20183323,391344,979
2025-03-16,Playmaker Futbol Academy 14B Gold,CCV STARS 14 Boys White PEO,0,2,L,W,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket White,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826514,391344,979
2025-03-16,AZ Arsenal 14 Boys Teal 2 SC,Playmaker Futbol Academy 14B Gold,3,0,W,L,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket White,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826512,391344,979
2025-03-15,Playmaker Futbol Academy 14B Gold,AZ Inferno 14 Boys Black,6,3,W,L,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket White,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826516,391344,979
2025-03-09,Playmaker Futbol Academy 14B Gold,EXCEL25WU11B2Eggleston,2,0,W,L,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys Vassiler,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",19722081,391344,979
2025-03-08,Playmaker Futbol Academy 14B Gold,PRFC North Valley 15B Predator,2,4,L,W,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys Vassiler,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",19722074,391344,979
2025-03-07,EXCEL25WU11B1Lee,Playmaker Futbol Academy 14B Gold,1,0,W,L,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys Vassiler,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",19722072,391344,979
2025-02-15,Playmaker Futbol Academy 14B Gold,AZ Arsenal 14 Boys Teal 2 AP,0,18,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 11 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18570150,391344,979
2025-02-08,Real Arizona 2014,Playmaker Futbol Academy 14B Gold,6,2,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 11 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18570146,391344,979
2025-01-25,Playmaker Futbol Academy 14B Gold,West Valley 2015 Boys Valencia Pre-Elite 64,1,3,L,W,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Bronze 1,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702698,391344,979
2025-01-25,FC ARIZONA 14 GFC VELAZCO,Playmaker Futbol Academy 14B Gold,2,2,T,T,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Bronze 1,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702702,391344,979
2025-01-25,AZ Inferno 14 Boys Black,Playmaker Futbol Academy 14B Gold,6,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 11 11U Boys,NW- Deems Hill (Inferno),"5050 W Andrea Ln, Phoenix, AZ 85083",18570138,391344,979
2025-01-24,PRFC West Valley 14B Pre-Academy,Playmaker Futbol Academy 14B Gold,5,2,W,L,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Bronze 1,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702693,391344,979
2025-01-19,Playmaker Futbol Academy 14B Gold,2014 Boys Yellow,1,3,L,W,North Scottsdale Sandsharks Invitational 2025,Sandsharks,U11B U11 Boys Costa Rica,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",18653789,391344,979
2025-01-18,Real Arizona 2014,Playmaker Futbol Academy 14B Gold,7,0,W,L,North Scottsdale Sandsharks Invitational 2025,Sandsharks,U11B U11 Boys Costa Rica,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",18653782,391344,979
2025-01-18,Playmaker Futbol Academy 14B Gold,Scottsdale 14 Sandsharks,0,6,L,W,North Scottsdale Sandsharks Invitational 2025,Sandsharks,U11B U11 Boys Costa Rica,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",18653781,391344,979
2025-01-11,Synergy FC 14 B,Playmaker Futbol Academy 14B Gold,4,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 11 11U Boys,Paradise Valley Park (RSL- N)," 17402 N. 40th Street, Phoenix, AZ 85032",18570130,391344,979
2024-12-08,Phoenix Valley Soccer Club boys 2014,Playmaker Futbol Academy 14B Gold,3,1,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Frosty's Broom,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382629,391344,979
2024-12-07,Real Arizona 2014,Playmaker Futbol Academy 14B Gold,4,2,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Frosty's Broom,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382620,391344,979
2024-12-07,Playmaker Futbol Academy 14B Gold,AZ Arsenal 14 Boys AYDP,7,1,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Frosty's Broom,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382625,391344,979
2024-11-10,Amore 2014 Boys,Playmaker Futbol Academy 14B Gold,2,4,L,W,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Vazquez,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18158513,391344,979
2024-11-09,Playmaker Futbol Academy 14B Gold,Madison FC 14 Blue Boys,1,3,L,W,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Vazquez,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",18158509,391344,979
2024-11-08,14 Cityzens,Playmaker Futbol Academy 14B Gold,2,3,L,W,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Vazquez,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",18158504,391344,979
2024-10-27,CCV STARS 14 Boys Navy LAV,Playmaker Futbol Academy 14B Gold,2,6,L,W,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Silver Black - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17980021,391344,979
2024-10-26,14B Bratcher,Playmaker Futbol Academy 14B Gold,1,5,L,W,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Silver Black - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17980018,391344,979
2024-10-25,Playmaker Futbol Academy 14B Gold,PRFC Scottsdale 14B Predator,2,3,L,W,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Silver Black - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17980014,391344,979
2024-10-19,AZSC 15B Navy,Playmaker Futbol Academy 14B Gold,8,1,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 6 11U Boys,Crossroads Park (AZSC),"2155 East Knox Rd.  , Gilbert, AZ 85296",17069459,391344,979
2024-10-12,CCV STARS 14 Boys Navy SUR,Playmaker Futbol Academy 14B Gold,2,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 6 11U Boys,CCV Surprise Club Fields,"14787 W Cholla St , Surprise, AZ 85379",17069452,391344,979
2024-10-05,PRFC Southeast Valley 15B Predator,Playmaker Futbol Academy 14B Gold,5,4,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 6 11U Boys,Eagles Park Soccer Complex (PRFC SEV),"828 E Broadway Rd, mesa, AZ 85204",17069450,391344,979
2024-09-21,Tuzos Academy Mesa 2015,Playmaker Futbol Academy 14B Gold,4,3,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 6 11U Boys,Eagles Park,"828 E Broadway, Mesa, AZ 85204",17069441,391344,979
2024-09-14,AZ Arsenal 15 Boys Teal 1 JZ,Playmaker Futbol Academy 14B Gold,12,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 6 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17069438,391344,979
2024-04-06,Playmaker Futbol Academy 14B Gold,XOLOS ARIZONA 2014B,3,3,T,T,FBSL Arizona Junior Champions Cup 2024,FBSL Arizona Junior Champions Cup,U11B 2013 (9v9)  Spurs,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",15313062,391344,979
2024-04-06,Playmaker Futbol Academy 14 Boys Gold,Playmaker Futbol Academy 14B Gold,6,2,W,L,FBSL Arizona Junior Champions Cup 2024,FBSL Arizona Junior Champions Cup,U11B 2013 (9v9)  Spurs,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",15313059,391344,979
2024-03-24,Playmaker Futbol Academy 14B Gold,Legends FC AZ 14B FC,1,5,L,W,FBSL Arizona Junior Champions Cup 2024,FBSL Arizona Junior Champions Cup,U11B 2013 (9v9)  Spurs,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",15313056,391344,979
2024-03-23,Thunder 2014,Playmaker Futbol Academy 14B Gold,0,9,L,W,FBSL Arizona Junior Champions Cup 2024,FBSL Arizona Junior Champions Cup,U11B 2013 (9v9)  Spurs,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",15313054,391344,979
2024-03-23,Playmaker Futbol Academy 14B Gold,Hustle Hard 2012,2,1,W,L,FBSL Arizona Junior Champions Cup 2024,FBSL Arizona Junior Champions Cup,U11B 2013 (9v9)  Spurs,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",15313050,391344,979
2024-03-10,Playmaker Futbol Academy 14B Gold,PRFC Scottsdale 15B Copa,3,0,W,L,The Open (2024) SuperCopa & SuperCopa+ Qualifier ,The Open,U10B Academy U10 Male,Scottsdale Sports Complex,"8081 E Princess Dr , Scottsdale, AZ 85255",15000618,391344,979
2024-03-09,Playmaker Futbol Academy 14B Gold,Tuzos Academy Mesa 2014,2,4,L,W,The Open (2024) SuperCopa & SuperCopa+ Qualifier ,The Open,U10B Academy U10 Male,Scottsdale Sports Complex,"8081 E Princess Dr , Scottsdale, AZ 85255",15000582,391344,979
2024-03-09,Octane FC 14 B,Playmaker Futbol Academy 14B Gold,3,1,W,L,The Open (2024) SuperCopa & SuperCopa+ Qualifier ,The Open,U10B Academy U10 Male,Scottsdale Sports Complex,"8081 E Princess Dr , Scottsdale, AZ 85255",15000581,391344,979
2024-03-08,Playmaker Futbol Academy 14B Gold,PRFC Scottsdale 15B Copa,9,0,W,L,The Open (2024) SuperCopa & SuperCopa+ Qualifier ,The Open,U10B Academy U10 Male,Scottsdale Sports Complex,"8081 E Princess Dr , Scottsdale, AZ 85255",15024527,391344,979
2024-02-25,Playmaker Futbol Academy 14B Gold,Excel Soccer Academy 15 Red,5,3,W,L,AZFC Select Invitational 2024,AZFC Select Invitational ,U10B B2014 Silver (7v7),Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",14421867,391344,979
2024-02-25,State 48 FC 14 Black,Playmaker Futbol Academy 14B Gold,2,3,L,W,AZFC Select Invitational 2024,AZFC Select Invitational ,U10B B2014 Silver (7v7),Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",14421869,391344,979
2024-02-24,FSC Green 14 Boys,Playmaker Futbol Academy 14B Gold,4,3,W,L,AZFC Select Invitational 2024,AZFC Select Invitational ,U10B B2014 Silver (7v7),Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",14421864,391344,979
2024-02-24,Playmaker Futbol Academy 14B Gold,FC Elite Arizona 2014 Boys,3,1,W,L,AZFC Select Invitational 2024,AZFC Select Invitational ,U10B B2014 Silver (7v7),Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",14421862,391344,979
2024-01-14,14 Boys Navy,Playmaker Futbol Academy 14B Gold,2,4,L,W,CCV Stars Champions Cup 2024,CCV Stars Champions Cup,U10B Boys U10 Gold - 7v7,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",13843941,391344,979
2024-01-13,Playmaker Futbol Academy 14B Gold,Las Vegas Impact 2014 Red,1,6,L,W,CCV Stars Champions Cup 2024,CCV Stars Champions Cup,U10B Boys U10 Gold - 7v7,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",13843938,391344,979
2024-01-12,Playmaker Futbol Academy 14B Gold,CCV STARS 14 Boys EAV,6,0,W,L,CCV Stars Champions Cup 2024,CCV Stars Champions Cup,U10B Boys U10 Gold - 7v7,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",13843935,391344,979
2023-12-10,RSL-AZ Yuma 14 Boys Quinonez,Playmaker Futbol Academy 14B Gold,2,4,L,W,RSL-AZ Holiday Classic 2023,Holiday Classic,U10B U10 Boys Senegal,Wild Horse Pass,"19593 South 48th Street , Chandler, AZ 85226",13649490,391344,979
2023-12-09,AZEV B2014 (PERRY),Playmaker Futbol Academy 14B Gold,4,2,W,L,RSL-AZ Holiday Classic 2023,Holiday Classic,U10B U10 Boys Senegal,Wild Horse Pass,"19593 South 48th Street , Chandler, AZ 85226",13649488,391344,979
2023-12-09,Playmaker Futbol Academy 14B Gold,PRFC Scottsdale 14B Samba,9,1,W,L,RSL-AZ Holiday Classic 2023,Holiday Classic,U10B U10 Boys Senegal,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",13649497,391344,979
2023-11-12,Brazas 2014 Boys Gold Pacifico,Playmaker Futbol Academy 14B Gold,1,4,L,W,Kick for the Cure 2023,Kick for the Cure,U10B U10 Boys Mane,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",13436961,391344,979
2023-11-12,CCV STARS 14 Boys Navy PEO,Playmaker Futbol Academy 14B Gold,2,6,L,W,Kick for the Cure 2023,Kick for the Cure,U10B U10 Boys Mane,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",13436962,391344,979
2023-11-11,Playmaker Futbol Academy 14B Gold,PRFC Southeast Valley 14B Predator,5,3,W,L,Kick for the Cure 2023,Kick for the Cure,U10B U10 Boys Mane,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",13436638,391344,979
2023-11-11,CCV STARS 14 Boys Navy PEO,Playmaker Futbol Academy 14B Gold,1,1,T,T,Kick for the Cure 2023,Kick for the Cure,U10B U10 Boys Mane,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",13436640,391344,979
2023-10-08,CCV STARS 14 Boys Orange SUR,Playmaker Futbol Academy 14B Gold,2,0,W,L,2023 Scottsdale Cup,Tournaments Powered by Rated Sports ,U10B SILVER - U10,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",13054459,391344,979
2023-10-08,Playmaker Futbol Academy 14B Gold,CCV STARS 14 Boys White PEO,3,1,W,L,2023 Scottsdale Cup,Tournaments Powered by Rated Sports ,U10B SILVER - U10,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",13054457,391344,979
2023-10-07,Playmaker Futbol Academy 14B Gold,FC Elite Arizona 2014 Boys,2,0,W,L,2023 Scottsdale Cup,Tournaments Powered by Rated Sports ,U10B SILVER - U10,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",13054453,391344,979
2023-10-07,CCV STARS 14 Boys Orange SUR,Playmaker Futbol Academy 14B Gold,3,1,W,L,2023 Scottsdale Cup,Tournaments Powered by Rated Sports ,U10B SILVER - U10,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",13054455,391344,979
2023-09-10,Tuzos Academy Mesa 2014,Playmaker Futbol Academy 14B Gold,3,1,W,L,Tuzos Challenge 2023,Tuzos Challenge,U10B U10,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",12723243,391344,979
2023-09-09,RSL-AZ Yuma 14 Boys Quinonez,Playmaker Futbol Academy 14B Gold,1,2,L,W,Tuzos Challenge 2023,Tuzos Challenge,U10B U10,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",12723240,391344,979
2023-09-09,Playmaker Futbol Academy 14B Gold,Octane FC 14 B,1,2,L,W,Tuzos Challenge 2023,Tuzos Challenge,U10B U10,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",12723236,391344,979
2025-10-04,14B Hermanson AL,Madison FC 14 Gold Boys,2,6,L,W,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys State League 1 East,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21538100,390403,1018
2025-10-04,Southeast 2014 Boys Green,14B Hermanson AL,2,1,W,L,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys State League 1 East,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21538110,390403,1018
2025-09-21,CDO 14B Elite,14B Hermanson AL,1,0,W,L,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Silver ,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22693366,390403,1018
